scaffold_key,hash_prefix_32bit,hash_order_1based,all_n,primary_n,dry_run_partition,dry_run_cv_fold
C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1,3207016340,525,1,1,cv,2
c1ccc(-c2cscn2)cc1,3207038213,526,2,1,cv,3
c1ccc(C(c2ccccc2)C2CCN(CCc3ccc4c(c3)CCO4)C2)cc1,3216763781,527,1,1,cv,4
O=C(Nc1ccccc1)c1ccc2ccccc2n1,3228659321,528,1,0,cv,1
c1ccc(Cn2cnc(-c3ccccc3)n2)cc1,3231298212,529,2,2,cv,1
O=C(OC1C[N+]2(Cc3nc4ccccc4o3)CCC1CC2)C(c1ccccc1)N1CCCCC1,3255342519,530,1,0,cv,2
O=C1CC(c2ccccc2)Sc2ccccc2N1,3263420425,531,1,1,cv,2
O=S(=O)(CCCOCCc1ccccc1)CCNCCc1cccc2ncsc12,3263681897,532,2,1,cv,3
c1ncc2sc3nc(N4CCOCC4)c4c(c3c2n1)CCCC4,3274872453,533,1,1,cv,4
O=C(NCc1ccccc1)Nc1nccs1,3276075656,534,1,1,cv,0
c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,3281600322,535,2,2,cv,2
c1ccc2c(c1)ncc1nc[nH]c12,3285664682,536,5,0,cv,3
O=S(=O)(c1cccnc1)N1CCCC1,3297615411,537,1,1,cv,3
O=C(NC1CC1)C1CCCCC1C(=O)N1CCc2[nH]c3ccccc3c2C1,3298390206,538,1,1,cv,4
O=C(NCC1CCCCCC1)c1cccc(-c2ccccc2)c1,3308081388,539,1,0,cv,0
c1ccc(-c2cc3ccccc3[nH]2)cc1,3309466503,540,4,2,cv,0
C1=NCCOc2ccsc21,3318110424,541,1,1,cv,1
O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ncccn2)CC1,3318669706,542,1,0,cv,3
c1ccc(Sc2c[nH]c3cccc(-c4ccccc4)c23)cc1,3319345913,543,1,0,cv,3
O=C(c1ccccc1)N1CCN(c2ccccn2)CC1,3321236299,544,1,0,cv,3
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(N2CCNCC2)c1,3322720395,545,1,1,cv,3
c1ccc(CCCCOCCCCCCNCCc2ccccc2)cc1,3328253287,546,1,1,cv,4
O=C(CSc1ccccc1)N1CCN(C(=O)c2ccco2)CC1,3329020676,547,1,1,cv,1
O=C(c1ccccc1)c1ccc[nH]1,3340069909,548,1,1,cv,2
c1ccc(Oc2nccc3ccccc23)cc1,3350833602,549,1,0,cv,3
c1ccc(-c2ccn3nc(-c4ccccc4)cc3n2)cc1,3352202547,550,1,1,cv,3
O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1cccs1)c1cccs1,3354274599,551,1,1,cv,4
O=C(OC1C[N+]2(CCCc3ccc4ncsc4c3)CCC1CC2)C(c1ccccc1)N1CCCCC1,3357170203,552,1,1,cv,0
O=c1[nH]c2cccc(CCNCCc3ccc(CNCc4ccccc4)cc3)c2s1,3369671045,553,1,1,cv,1
c1ccc(-c2cc(-c3ccc(N4CCOCC4)nc3)nc3ncncc23)cc1,3372878028,554,1,1,cv,2
O=C(c1ccccc1)c1coc2ccccc12,3376976846,555,1,1,cv,3
O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]nc1C1CC1,3378619627,556,1,1,cv,4
c1ccc(Nc2nc3ccccc3[nH]2)cc1,3381867896,557,1,0,cv,0
O=C(Nc1cccc(C(=O)Nc2ccon2)c1)c1cnn(-c2ccccc2)c1,3383353373,558,1,0,cv,0
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3384429048,559,2,2,cv,0
O=C(c1c(Cc2ccccc2)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCC1,3384529443,560,2,1,cv,1
N=C(NCNC(=O)Cc1ccccc1)Nc1ccccc1,3387365823,561,1,0,cv,2
O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)C2CCN(Cc3ccccc3)CC2)CC1,3387990536,562,1,0,cv,2
O=C(C=Cc1c[nH]c2ccccc12)Nc1ccccc1,3395403601,563,1,0,cv,2
c1cc(Nc2nccc(-c3cncs3)n2)cc(N2CCCNCC2)c1,3397441334,564,2,1,cv,2
c1ccc(CCOCCOCCCNCCc2cccc3ncsc23)cc1,3406183755,565,2,2,cv,3
O=S(=O)(Nc1ccc(N2CCN(c3cccc(-c4cc[nH]c4-c4ccccc4)c3)CC2)cc1)c1ccc(NC(CCN2CCCCC2)CSc2ccccc2)cc1,3407864843,566,1,1,cv,4
c1cnc2c(c1)CCCC2NCc1nc2ccccc2[nH]1,3425462683,567,2,2,cv,1
O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4ccccn4)c3)c2s1,3426005057,568,1,1,cv,2
N=c1[nH]c2ccccc2n1CC(=O)c1ccccc1,3429319220,569,1,0,cv,4
O=C(NCC1CCCCCC1)c1cccc(-c2cccnc2N2CCCCC2)c1,3433951896,570,1,1,cv,4
O=C(Cc1ccccc1)Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,3439708784,571,1,1,cv,0
O=C(Nc1ccccc1)NC1N=C(c2ccccc2)c2ccccc2NC1=O,3454948255,572,1,1,cv,2
c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1,3459361732,573,1,0,cv,3
O=C(CSc1nc2ccccc2s1)NC1CCN(Cc2ccccc2)CC1,3466122481,574,1,1,cv,3
O=C(NC1CC1)C1CCCCC1C(=O)N1CCc2[nH]c3ncccc3c2C1,3484013259,575,1,1,cv,4
O=c1[nH]c2nc(SCc3ccccc3)ncc2s1,3486173556,576,4,3,cv,0
O=C(Nc1cccc(NC(=O)c2cccc(N3CCOCC3)c2)c1)c1ccc(OCc2ccccn2)cc1,3487010430,577,1,1,cv,1
O=C(CSc1nnc(-c2ccccc2)[nH]1)Nc1ccon1,3509383781,578,1,1,cv,2
O=S(=O)(Nc1nn(Cc2ccccc2)c2ccccc12)c1cccs1,3509389300,579,2,2,cv,3
O=C1Nc2ccccc2C1c1ccccc1,3515344534,580,1,1,cv,4
O=C(NCC1CN(c2ccnc3ccccc23)C(=O)O1)C1CC1,3518949520,581,1,1,cv,1
O=c1[nH]c2cccc(CCNCCCSCCOCCc3ccccc3)c2s1,3524364312,582,1,1,cv,2
O=C(NCCN1CCC(Oc2ccccc2)CC1)c1ccccc1,3538679741,583,1,1,cv,4
O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccoc1,3554350235,584,1,1,cv,1
c1cc(-c2nc(C3CC3)cc(N3CC4CCC(C3)O4)n2)c2cc[nH]c2c1,3555812855,585,1,1,cv,2
O=C(Nc1cccc(NC(=O)c2cccc(N3CCOCC3)c2)c1)c1ccc(OCc2cscn2)cc1,3557675041,586,1,1,cv,3
O=C(Nc1ccccc1)c1cc2cncnc2s1,3574131071,587,1,1,cv,4
O=C(NCc1ccccc1)c1cncc(Sc2ccccc2)c1,3581997106,588,1,0,cv,0
O=C1NC(=O)C(=Cc2ccc3c(c2)OCO3)S1,3584071872,589,1,1,cv,0
O=C(CSc1nnc(-c2ccccc2)[nH]1)Nc1ccccc1,3587369009,590,1,0,cv,1
O=C(CSc1ncnc2sccc12)N1CCN(C(=O)c2ccco2)CC1,3598715857,591,1,1,cv,1
O=C(Oc1ccccc1)N(c1ccccc1)c1ccnc(Nc2ccc(N3CCNCC3)cc2)n1,3612147003,592,1,1,cv,2
O=c1cc(OCc2ccccc2)ccn1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,3618012818,593,1,1,cv,3
c1ccc(OCCC2CCN(c3cccnn3)CC2)cc1,3622264934,594,2,1,cv,4
O=S(=O)(Nc1ccnn1C1CCCC1)c1ccccc1,3627774459,595,1,1,cv,0
c1ccc(OCc2nn(C3CCOCC3)c3ncncc23)cc1,3632579266,596,1,1,cv,1
O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1ccccc1,3648669068,597,1,1,cv,2
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1,3653252620,598,4,4,cv,3
c1ccc2c(c1)[nH]c1ccncc12,3667748970,599,1,1,cv,4
c1cc(Nc2nccc(-c3cncs3)n2)cc(N2CCNCC2)c1,3673196822,600,1,1,cv,0
c1ccc(CSc2nc3ccccc3[nH]2)nc1,3675825297,601,1,1,cv,1
O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,3677033520,602,10,8,cv,2
c1ccc(Oc2c(-c3ccccc3)cnc3ccccc23)cc1,3682673092,603,1,1,cv,4
c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,3685444519,604,1,0,cv,0
O=c1[nH]c2cccc(CCNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,3687934341,605,2,2,cv,0
c1ccc(-c2cccs2)cc1,3703919170,606,8,6,cv,1
O=C(NCC1CCCCC1)c1cccc(-n2ncc(=O)[nH]c2=O)c1,3704694212,607,1,1,cv,4
O=C(CCc1cccs1)NC1CC1c1ccccc1,3707855428,608,1,1,cv,4
O=c1[nH]c(=O)c2cc(Cc3cccc4ccccc34)sc2[nH]1,3708880260,609,1,1,cv,0
C1=CC(c2ccccc2)c2cnccc2N1,3715149079,610,1,1,cv,3
O=S(=O)(c1ccccc1)c1c[nH]c2ccccc12,3719739593,611,5,1,cv,4
C1=Cc2ccccc2C1=Cc1ccccc1,3730139069,612,1,0,cv,0
c1ccc(CNc2ccc3ncn(-c4cc[nH]n4)c3n2)nc1,3731131775,613,1,0,cv,0
O=C(Nc1ccccc1)c1ccc[nH+]c1,3743686648,614,1,0,cv,0
c1ccc(C(CCn2ccnc2)c2ccccc2)cc1,3775678922,615,1,0,cv,0
c1ccc([SH+]c2c[nH]c3ccccc23)cc1,3778094769,616,1,0,cv,0
O=C(c1csc2c1CCCC2)N1CCCCC1,3780113273,617,1,1,cv,0
O=S(=O)(Nc1ccccc1Oc1ccccc1)c1ccccc1,3781939494,618,1,0,cv,3
O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)C1CCCC1,3784943564,619,1,1,cv,3
O=C1CNc2ccccc2CCN1,3795115631,620,1,1,cv,4
c1ncc2scnc2n1,3797719769,621,1,1,cv,0
O=S(=O)(c1ccccc1)n1ccc2ccccc21,3802472092,622,1,1,cv,3
c1ccc(-c2cc3ccccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1,3808483211,623,1,1,cv,4
O=S(=O)(Nc1ccnn1C1CCOCC1)c1ccccc1,3816516202,624,1,1,cv,0
c1ccc(C2CC2Nc2ncnc3c2nnn3C2CCCC2)cc1,3825957517,625,3,0,cv,3
O=C(Nc1cccc(NC(=O)c2ccnc(N3CCOCC3)c2)c1)c1ccc(OCc2ccccn2)cc1,3826359784,626,1,1,cv,3
c1ccc(-n2nnnc2NCc2ccccc2Oc2ccccn2)cc1,3826931564,627,1,0,cv,4
O=S(=O)(NC1CCNC1)c1ccccc1,3831582225,628,1,1,cv,4
c1ccc(-c2ccncn2)cc1,3836456616,629,1,1,cv,0
O=S(=O)(c1ccccc1)C1CCN(Cc2ccccc2)CC1,3840163616,630,1,0,cv,1
O=S(=O)(Nc1ccn(-c2ccccc2)n1)c1ccccc1,3844017750,631,1,1,cv,1
O=C(NCCCNCC1CCC(n2cnc3cncnc32)O1)Nc1ccccc1,3849891034,632,1,1,cv,3
c1ccc2c(c1)Nc1ccccc1S2,3858795202,633,1,1,cv,4
c1ccc(OC2CCN(CC3CCN(c4ccccn4)CC3)CC2)cc1,3863190013,634,1,1,cv,0
c1ccc2[nH]ccc2c1,3865009079,635,1,0,cv,1
C(=Cc1nn[nH]n1)c1ccccc1,3865137603,636,1,0,cv,1
c1cc(-c2nc(C3CC3)cc(N3CCOCC3)n2)c2cc[nH]c2c1,3865586538,637,3,3,cv,1
O=C(NCCc1ccccc1)c1cccc2cc(-c3ccc4c(C(=O)NCCc5ccccc5)cccc4c3)ccc12,3870633421,638,1,1,cv,2
c1cc(-c2nc(N3CCOCC3)c3sc(CN4CCNCC4)cc3n2)c2cn[nH]c2c1,3876113528,639,1,1,cv,3
c1ccc(Cn2cnc3cncnc32)cc1,3884544320,640,1,1,cv,4
O=C1COc2c(CCNCCc3ccccc3)cccc2N1,3899218203,641,1,1,cv,0
O=C(NCC(=O)N1CCOCC1)Nc1nc2ccc(-c3cccnc3)cn2n1,3913949324,642,1,1,cv,2
c1ccc(-c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)cc1,3938809048,643,1,1,cv,3
O=c1[nH]c2cccc(CCNCCCSCCOCCc3cccc4ccccc34)c2s1,3944509616,644,1,1,cv,4
O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1,3945582902,645,2,2,cv,0
O=S(=O)(Nc1ccnn1C1CCCCC1)c1ccccc1,3946401993,646,1,1,cv,2
S=c1[nH]cc(Cc2ccccc2)[nH]1,3953119959,647,1,1,cv,3
O=c1occ(CN2CCN(c3ccc4c(=O)cc5n(c4c3)CS5)CC2)o1,3964294504,648,1,1,cv,4
O=C(C1CCCCN1)N1CCN(c2nc(NCc3ccccc3)c3cccnc3n2)CC1,3978899606,649,1,1,cv,1
c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,3982319898,650,1,1,cv,2
O=C(NC1CCOCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,3998298764,651,1,1,cv,3
O=C1C=C2C=CC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,4000777873,652,1,1,cv,4
O=C(c1ccccc1)c1ccc2nc[nH]c2c1,4002445578,653,1,0,cv,0
c1ccc(CNc2cncc(Nc3cc[nH]n3)n2)nc1,4003325701,654,1,1,cv,0
O=C(c1ccccc1)c1cnn(-c2ccccc2)c1,4009472128,655,2,0,cv,1
O=C(NCc1ccccc1Sc1ccc2nnc(-c3ccccc3)n2c1)Nc1ccnn1-c1ccccc1,4009956223,656,1,0,cv,1
O=C(OCCc1cnc2ncnn2c1)c1ccccc1,4017885768,657,2,0,cv,1
O=c1ccn(Cc2ccco2)c(=O)[nH]1,4018100277,658,1,0,cv,1
O=C(CSc1nc2cccnc2s1)NCc1ccccc1,4026540088,659,1,0,cv,1
O=c1[nH]c(=O)c2cc(Cn3ccnc3)sc2[nH]1,4026646221,660,1,1,cv,1
O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,4027189658,661,1,1,cv,2
O=C(Cn1ccccc1=O)c1ccn(Cc2ccccc2)c1,4035339881,662,1,1,cv,3
O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1cc(=O)[nH]c2ccccc12,4055098400,663,1,0,cv,4
O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ccc(-c2ccccc2)cn1,4057957625,664,1,0,cv,4
c1ccc2nc(-c3ccc(N4CCNCC4)cc3)ccc2c1,4062132002,665,1,1,cv,4
O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1,4065487012,666,1,1,cv,0
O=C(NS(=O)(=O)c1ccccc1)c1ccc[nH]1,4070325282,667,1,0,cv,1
C1COCCN1,4075000867,668,1,0,cv,1
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc(C(=O)N2CC3CNCC(C2)O3)c1,4078231682,669,1,1,cv,1
O=C(CSc1nnc(-c2ccccc2)o1)N1CCc2ccccc21,4079660186,670,1,0,cv,2
O=C(Nc1cccc2[nH]ncc12)NC1CCc2ccccc21,4081640268,671,1,1,cv,2
c1ccc(CCc2nc3cccnc3[nH]2)nc1,4085575596,672,3,1,cv,3
c1ccc(Nc2ccnc3ccc(N4CCNCC4)cc23)cc1,4085653771,673,1,1,cv,4
O=C(Nc1ccc(Cc2ccncc2)cc1)c1ccccc1,4087122775,674,1,1,cv,0
O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,4090780903,675,13,13,cv,1
N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,4093187821,676,1,0,cv,2
c1ccc(COc2ccc(Nc3ncnc4[nH]nc(OCCN5CCNCC5)c34)cc2)nc1,4093986237,677,1,1,cv,2
O=C(NC1CC1)c1cccc(-c2ccccn2)c1,4094576656,678,1,1,cv,3
c1ccc(-c2cc(C3CC3)nc3ccccc23)cc1,4105839026,679,1,0,cv,4
c1ccc(Cc2ccc3ccccc3n2)cc1,4107507761,680,1,1,cv,4
O=C(CSc1nnc(-c2ccccc2)o1)N1CCN(c2ccccc2)CC1,4111347262,681,1,0,cv,0
O=C(Nc1ccccc1)Nc1ccccc1,4114384197,682,1,0,cv,0
O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cnccc5c4)cc3)CC2)CN1C1CC1,4115866545,683,1,1,cv,0
O=S(=O)(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,4120983526,684,2,1,cv,2
O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccccc1,4125665750,685,4,3,cv,3
O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cn[nH]c12,4130639583,686,1,1,cv,4
O=c1c(NCc2ccccc2)c(Nc2ccccc2)c1=O,4134512717,687,1,0,cv,0
O=C(CN(Cc1ccccc1)C1CCCCC1)Nc1ccccc1,4140482785,688,1,1,cv,0
c1ccc(CSc2ncc3sc(NC4CC4)nc3n2)cc1,4159779313,689,2,2,cv,2
O=C1CC2CCC1(CS(=O)(=O)N1CCN(c3ccccn3)CC1)C2,4165970212,690,3,2,cv,4
O=S(=O)(Nc1ccnn1-c1ccccn1)c1ccccc1,4174874637,691,1,0,cv,0
O=C(NCc1ccccc1)c1cc(-c2ccco2)on1,4178051040,692,1,1,cv,0
O=C(Nc1cccc(Nc2ccncn2)c1)c1cccc(N2CCOCC2)c1,4182847584,693,1,1,cv,0
c1cncc(-c2ccc3ncsc3c2)c1,4184983128,694,1,1,cv,2
c1c[nH+]c2cc(Sc3nc(N4CCCC4)c4cc[nH]c4n3)cnc2c1,4191890019,695,1,1,cv,3
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(NCC2CCNCC2)c1,4193408971,696,1,1,cv,4
O=C(Nc1ccnn1-c1ccccc1)NS(=O)(=O)c1ccccc1,4195870302,697,1,0,cv,0
c1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,4201799907,698,1,1,cv,0
O=C(NC1CC1)c1cc(-c2cccs2)on1,4210222131,699,1,1,cv,2
O=c1[nH]c2cccc(CCNCCCOCCOCCc3ccccc3)c2s1,4214497983,700,1,1,cv,3
O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,4215389763,701,9,1,cv,4
O=C(Nc1cccnc1)C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)CC1,4232578578,702,1,1,cv,0
O=C1OC(c2ccccc2)CCN1Cc1ccc(-c2ccccc2)cc1,4245017759,703,2,1,cv,2
O=C(CCOCCc1ccccc1)NCCNCCc1cccc2[nH]c(=O)sc12,4245392977,704,6,4,cv,3
O=c1c2ccccc2nc(CNc2ncnc3[nH]cnc23)n1-c1ccccc1,4250075160,705,1,1,cv,4
O=C(c1cscn1)N1CCOC2(CCN(Cc3ccccc3)CC2)C1,4262521961,706,1,1,cv,0
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccccc1,4269591654,707,2,0,cv,2
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,4274792856,708,1,1,cv,2
c1ccc(CSc2ccccn2)cc1,4275620381,709,1,0,cv,4
c1ccc(-c2nc(NCCNc3ccccn3)ncc2-c2ncc[nH]2)cc1,4286655748,710,1,1,cv,4
O=c1cn[nH]c2cc3c(cc12)OCO3,4288845772,711,1,0,cv,0
O=c1cc[nH]c(=S)[nH]1,4293100514,712,1,0,cv,0
