candidate_count,canonical_smiles_rdkit,chembl_activity_id,chembl_molecule_id,chembl_original_relation,chembl_original_units,chembl_original_value,chembl_standard_relation,chembl_standard_units,chembl_standard_value,evidence_label,id_equal,match_status,numeric_equal,tdc_id,tdc_raw_smiles,tdc_row,tdc_y
1,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,14758766,CHEMBL2207659,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2207659,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,602,3.0
1,N#Cc1ccc2[nH]c(-c3ccc(F)cc3)c(CCCC(=O)NS(N)(=O)=O)c2c1,14758780,CHEMBL257830,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL257830,N#Cc1ccc2[nH]c(-c3ccc(F)cc3)c(CCCC(=O)NS(N)(=O)=O)c2c1,603,3.0
1,CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,14758789,CHEMBL98760,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL98760,CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,604,3.0
1,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,14758800,CHEMBL274713,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL274713,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,605,3.0
1,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@@](CCO)(c2ccc(F)cc2)OC1=O,14758802,CHEMBL1829783,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1829783,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@@](CCO)(c2ccc(F)cc2)OC1=O,606,3.0
1,C(=C/c1nn[nH]n1)\c1ccccc1,14758823,CHEMBL403963,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL403963,C(=C/c1nn[nH]n1)\c1ccccc1,607,3.0
1,Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1,14758874,CHEMBL2158781,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2158781,Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1,608,3.0
1,Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,14758898,CHEMBL2158773,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2158773,Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,609,3.0
1,Nc1ccc(OCC(=O)O)c(-c2ccccc2)c1,14758921,CHEMBL1778620,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1778620,Nc1ccc(OCC(=O)O)c(-c2ccccc2)c1,610,3.0
1,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3ccncc3)CCC1CC2)(c1ccccc1)N1CCCCC1,14764363,CHEMBL1921917,,microL/min/mg,45.0,,mL.min-1.g-1,45.0,OBSERVED,True,MATCHED,True,CHEMBL1921917,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3ccncc3)CCC1CC2)(c1ccccc1)N1CCCCC1,611,45.0
1,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,14764446,CHEMBL2178393,,microL/min/mg,54.95,,mL.min-1.g-1,54.95,OBSERVED,True,MATCHED,True,CHEMBL2178393,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,612,54.95
1,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,14764466,CHEMBL1263,,microL/min/mg,58.0,,mL.min-1.g-1,58.0,OBSERVED,True,MATCHED,True,CHEMBL1263,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,613,58.0
1,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)CCN2,14764529,CHEMBL343199,,microL/min/mg,66.07,,mL.min-1.g-1,66.07,OBSERVED,True,MATCHED,True,CHEMBL343199,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)CCN2,614,66.07
1,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,14761288,CHEMBL223402,,microL/min/mg,11.22,,mL.min-1.g-1,11.22,OBSERVED,True,MATCHED,True,CHEMBL223402,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,615,11.22
1,Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,14764381,CHEMBL1412343,,microL/min/mg,46.77,,mL.min-1.g-1,46.77,OBSERVED,True,MATCHED,True,CHEMBL1412343,Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,616,46.77
1,O=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,14764435,CHEMBL1164165,,microL/min/mg,53.7,,mL.min-1.g-1,53.7,OBSERVED,True,MATCHED,True,CHEMBL1164165,O=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,617,53.7
1,CCC(CC)NC(=O)c1cnn(Cc2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,14764474,CHEMBL1916267,,microL/min/mg,59.0,,mL.min-1.g-1,59.0,OBSERVED,True,MATCHED,True,CHEMBL1916267,CCC(CC)NC(=O)c1cnn(Cc2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,618,59.0
1,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,14761364,CHEMBL511115,,microL/min/mg,13.0,,mL.min-1.g-1,13.0,OBSERVED,True,MATCHED,True,CHEMBL511115,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,619,13.0
1,O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1,14761282,CHEMBL109244,,microL/min/mg,11.0,,mL.min-1.g-1,11.0,OBSERVED,True,MATCHED,True,CHEMBL109244,O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1,620,11.0
1,CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12,14761291,CHEMBL1857945,,microL/min/mg,11.22,,mL.min-1.g-1,11.22,OBSERVED,True,MATCHED,True,CHEMBL1857945,CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12,621,11.22
1,Oc1nc2c(O)ccc(CCNCCOCCCOCCc3ccccc3)c2s1,14764454,CHEMBL110861,,microL/min/mg,56.0,,mL.min-1.g-1,56.0,OBSERVED,True,MATCHED,True,CHEMBL110861,Oc1nc2c(O)ccc(CCNCCOCCCOCCc3ccccc3)c2s1,622,56.0
0,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,,,,,,,,,OBSERVED,,TDC_UNMATCHED,,CHEMBL1483,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,623,34.67
1,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,14762307,CHEMBL369311,,microL/min/mg,16.0,,mL.min-1.g-1,16.0,OBSERVED,True,MATCHED,True,CHEMBL369311,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,624,16.0
1,Cc1ccc2c(c1)c([S+]([O-])c1ccc(Cl)cc1)c(C)n2CC(=O)O,14769811,CHEMBL1917445,,microL/min/mg,3.0,,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1917445,Cc1ccc2c(c1)c([S+]([O-])c1ccc(Cl)cc1)c(C)n2CC(=O)O,625,3.0
1,Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,14769857,CHEMBL211677,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL211677,Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,626,3.0
1,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1,14769860,CHEMBL2147475,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2147475,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1,627,3.0
1,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,14769864,CHEMBL154,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,628,3.0
1,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1,14769870,CHEMBL1614705,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1614705,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1,629,3.0
1,Cc1ccc(NC(=O)c2ccccc2F)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,14769810,CHEMBL2031229,,microL/min/mg,3.0,,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2031229,Cc1ccc(NC(=O)c2ccccc2F)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,630,3.0
1,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(N)nc3n2)cs1,14769813,CHEMBL390191,,microL/min/mg,3.0,,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL390191,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(N)nc3n2)cs1,631,3.0
1,N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,14769828,CHEMBL2158771,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2158771,N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,632,3.0
1,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,14769842,CHEMBL1689126,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1689126,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,633,3.0
1,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,14769855,CHEMBL589973,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL589973,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,634,3.0
1,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2ccccc2N1C,14763419,CHEMBL267144,,microL/min/mg,30.9,,mL.min-1.g-1,30.9,OBSERVED,True,MATCHED,True,CHEMBL267144,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2ccccc2N1C,635,30.9
1,O=C(O)c1cccc(-c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)c1,14763447,CHEMBL557697,,microL/min/mg,33.0,,mL.min-1.g-1,33.0,OBSERVED,True,MATCHED,True,CHEMBL557697,O=C(O)c1cccc(-c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)c1,636,33.0
1,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,14763298,CHEMBL2023489,,microL/min/mg,24.55,,mL.min-1.g-1,24.55,OBSERVED,True,MATCHED,True,CHEMBL2023489,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,637,24.55
1,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,14761292,CHEMBL2325704,,microL/min/mg,11.22,,mL.min-1.g-1,11.22,OBSERVED,True,MATCHED,True,CHEMBL2325704,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,638,11.22
1,CCS(=O)(=O)c1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,14761318,CHEMBL1778629,,microL/min/mg,12.0,,mL.min-1.g-1,12.0,OBSERVED,True,MATCHED,True,CHEMBL1778629,CCS(=O)(=O)c1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,639,12.0
1,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,14761386,CHEMBL481,,microL/min/mg,13.49,,mL.min-1.g-1,13.49,OBSERVED,True,MATCHED,True,CHEMBL481,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,640,13.49
1,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,14762334,CHEMBL2207666,,microL/min/mg,17.25,,mL.min-1.g-1,17.25,OBSERVED,True,MATCHED,True,CHEMBL2207666,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,641,17.25
1,COCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,14762425,CHEMBL453222,,microL/min/mg,20.0,,mL.min-1.g-1,20.0,OBSERVED,True,MATCHED,True,CHEMBL453222,COCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,642,20.0
1,CCCc1cc(OCc2ccccc2)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14762438,CHEMBL22442,,microL/min/mg,20.42,,mL.min-1.g-1,20.42,OBSERVED,True,MATCHED,True,CHEMBL22442,CCCc1cc(OCc2ccccc2)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,643,20.42
1,CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,14762439,CHEMBL128613,,microL/min/mg,20.5,,mL.min-1.g-1,20.5,OBSERVED,True,MATCHED,True,CHEMBL128613,CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,644,20.5
1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O,14762460,CHEMBL2170985,,microL/min/mg,21.38,,mL.min-1.g-1,21.38,OBSERVED,True,MATCHED,True,CHEMBL2170985,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O,645,21.38
1,Cc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)cc(C2(S(C)(=O)=O)CC2)n1,14759876,CHEMBL2325719,,microL/min/mg,5.75,,mL.min-1.g-1,5.75,OBSERVED,True,MATCHED,True,CHEMBL2325719,Cc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)cc(C2(S(C)(=O)=O)CC2)n1,646,5.75
1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,14766488,CHEMBL2103840,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL2103840,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,647,150.0
1,CCCCN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,14766545,CHEMBL1800660,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL1800660,CCCCN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,648,150.0
1,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12,14764426,CHEMBL2349318,,microL/min/mg,52.48,,mL.min-1.g-1,52.48,OBSERVED,True,MATCHED,True,CHEMBL2349318,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12,649,52.48
1,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)c(C)nn2-c2ccccc2)cc1,14764430,CHEMBL1916275,,microL/min/mg,53.0,,mL.min-1.g-1,53.0,OBSERVED,True,MATCHED,True,CHEMBL1916275,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)c(C)nn2-c2ccccc2)cc1,650,53.0
1,COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,14764453,CHEMBL1945299,,microL/min/mg,56.0,,mL.min-1.g-1,56.0,OBSERVED,True,MATCHED,True,CHEMBL1945299,COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,651,56.0
1,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)cnn2-c2ccccc2)cc1,14764473,CHEMBL1916276,,microL/min/mg,59.0,,mL.min-1.g-1,59.0,OBSERVED,True,MATCHED,True,CHEMBL1916276,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)cnn2-c2ccccc2)cc1,652,59.0
1,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,14759895,CHEMBL1643194,,microL/min/mg,6.0,,mL.min-1.g-1,6.0,OBSERVED,True,MATCHED,True,CHEMBL1643194,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,653,6.0
1,Cc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,14759982,CHEMBL1917418,,microL/min/mg,7.0,,mL.min-1.g-1,7.0,OBSERVED,True,MATCHED,True,CHEMBL1917418,Cc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,654,7.0
1,C[C@@](C(=O)O[C@H]1C[N+]2(CCc3c[nH]c4ccccc34)CCC1CC2)(c1ccccc1)N1CCCCC1,14764524,CHEMBL1921913,,microL/min/mg,66.0,,mL.min-1.g-1,66.0,OBSERVED,True,MATCHED,True,CHEMBL1921913,C[C@@](C(=O)O[C@H]1C[N+]2(CCc3c[nH]c4ccccc34)CCC1CC2)(c1ccccc1)N1CCCCC1,655,66.0
1,COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,14764365,CHEMBL1945291,,microL/min/mg,45.0,,mL.min-1.g-1,45.0,OBSERVED,True,MATCHED,True,CHEMBL1945291,COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,656,45.0
1,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1,14764383,CHEMBL1945041,,microL/min/mg,47.0,,mL.min-1.g-1,47.0,OBSERVED,True,MATCHED,True,CHEMBL1945041,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1,657,47.0
1,CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,14764494,CHEMBL380732,,microL/min/mg,62.0,,mL.min-1.g-1,62.0,OBSERVED,True,MATCHED,True,CHEMBL380732,CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,658,62.0
1,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,14764522,CHEMBL396043,,microL/min/mg,66.0,,mL.min-1.g-1,66.0,OBSERVED,True,MATCHED,True,CHEMBL396043,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,659,66.0
1,O=S1(=O)CC(O)C(N2CCC(c3ccccc3)CC2)C1,14759848,CHEMBL1460615,,microL/min/mg,5.25,,mL.min-1.g-1,5.25,OBSERVED,True,MATCHED,True,CHEMBL1460615,O=S1(=O)CC(O)C(N2CCC(c3ccccc3)CC2)C1,660,5.25
1,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@H]2COCCN2)c1,14764469,CHEMBL2326623,,microL/min/mg,58.5,,mL.min-1.g-1,58.5,OBSERVED,True,MATCHED,True,CHEMBL2326623,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@H]2COCCN2)c1,661,58.5
1,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,14764521,CHEMBL296419,,microL/min/mg,66.0,,mL.min-1.g-1,66.0,OBSERVED,True,MATCHED,True,CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,662,66.0
1,COCCNc1nc(NCc2ccccc2F)c2sccc2n1,14766504,CHEMBL1868114,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL1868114,COCCNc1nc(NCc2ccccc2F)c2sccc2n1,663,150.0
1,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,14759972,CHEMBL2031227,,microL/min/mg,7.0,,mL.min-1.g-1,7.0,OBSERVED,True,MATCHED,True,CHEMBL2031227,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,664,7.0
1,C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,14764492,CHEMBL105462,,microL/min/mg,61.66,,mL.min-1.g-1,61.66,OBSERVED,True,MATCHED,True,CHEMBL105462,C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,665,61.66
1,CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1,14764283,CHEMBL550438,,microL/min/mg,38.0,,mL.min-1.g-1,38.0,OBSERVED,True,MATCHED,True,CHEMBL550438,CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1,666,38.0
1,O=C(NCC1CCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,14761141,CHEMBL1779497,,microL/min/mg,8.5,,mL.min-1.g-1,8.5,OBSERVED,True,MATCHED,True,CHEMBL1779497,O=C(NCC1CCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,667,8.5
1,CN(CCc1ccc(O)c2nc(O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,14766546,CHEMBL111732,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL111732,CN(CCc1ccc(O)c2nc(O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,668,150.0
1,Oc1nc(-c2ccccc2)nc2ccccc12,14766511,CHEMBL127066,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL127066,Oc1nc(-c2ccccc2)nc2ccccc12,669,150.0
1,COc1cc(O)c(C(CC(=O)N2CC(C)CC(C)C2)c2ccc3c(c2)OCO3)c(OC)c1,14766518,CHEMBL2312113,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL2312113,COc1cc(O)c(C(CC(=O)N2CC(C)CC(C)C2)c2ccc3c(c2)OCO3)c(OC)c1,670,150.0
1,CN(CCOc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1)Cc1ccccc1,14766527,CHEMBL514980,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL514980,CN(CCOc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1)Cc1ccccc1,671,150.0
1,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ncccc4[nH]3)c(C)c2c1,14766528,CHEMBL1770477,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL1770477,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ncccc4[nH]3)c(C)c2c1,672,150.0
1,COc1ccc(N(C(C)=O)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,14766548,CHEMBL450470,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL450470,COc1ccc(N(C(C)=O)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,673,150.0
1,COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,14758878,CHEMBL112747,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL112747,COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,674,3.0
1,O=c1c2sccc2n(CC2COc3ccccc3O2)c(=O)n1O,14758807,CHEMBL361546,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL361546,O=c1c2sccc2n(CC2COc3ccccc3O2)c(=O)n1O,675,3.0
1,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O,14758877,CHEMBL1917423,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1917423,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O,676,3.0
1,Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,14769823,CHEMBL2158772,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2158772,Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,677,3.0
