activity_id,molecule_id,canonical_smiles_rdkit,censoring_class,scaffold_group_key,outer_fold
14759860,CHEMBL1173055,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,IN-RANGE,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,0
14759861,CHEMBL1459588,CCCCCOc1ccc(C(=O)NC(C(=O)O)C(C)C)cc1,IN-RANGE,c1ccccc1,3
14759862,CHEMBL1829174,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,IN-RANGE,c1ccc(-c2cccc(COc3ccc4c(c3)OCC4)c2)cc1,0
14759863,CHEMBL2158785,Cc1c(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(C#N)c1Cl,IN-RANGE,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14759864,CHEMBL206200,COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,IN-RANGE,c1ccc(Cn2cnc3cncnc32)cc1,0
14759865,CHEMBL214350,Cc1ccc2c(c1)c(-c1ccnc3c(C(F)(F)F)cccc13)c(C)n2CC(=O)O,IN-RANGE,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,4
14759874,CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,IN-RANGE,O=C1CN=C(c2ccccc2)c2ccccc2N1,3
14759875,CHEMBL451,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,IN-RANGE,C1=Nc2ccccc2C(c2ccccc2)=[NH+]C1,2
14759876,CHEMBL2325719,Cc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)cc(C2(S(C)(=O)=O)CC2)n1,IN-RANGE,c1cc(-c2nc(C3CC3)cc(N3CCOCC3)n2)c2cc[nH]c2c1,1
14759891,CHEMBL2158769,N#Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,IN-RANGE,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14759892,CHEMBL401158,CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,IN-RANGE,c1ncc2nnn(C3CCCC3)c2n1,1
14759893,CHEMBL1934416,COCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,IN-RANGE,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,1
14759894,CHEMBL1916278,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCOCC3)c(C)nn2-c2ccccc2)cc1,IN-RANGE,O=C(NC1CCOCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,3
14759895,CHEMBL1643194,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,IN-RANGE,O=C(Nc1ccccc1)C1c2ccccc2CN1Cc1ccccc1,0
14759896,CHEMBL2207281,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NCCO)ccc12,IN-RANGE,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,2
14759897,CHEMBL2207662,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)cc1C(F)(F)F,IN-RANGE,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccc(=O)[nH]c1,3
14759898,CHEMBL2207671,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,IN-RANGE,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,2
14759899,CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,IN-RANGE,O=c1ccc2cc3ccoc3cc2o1,4
14759900,CHEMBL2207664,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,IN-RANGE,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccc(=O)[nH]c1,3
14759901,CHEMBL1086473,CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,IN-RANGE,c1ccc(Cn2cnc3cnc4ccccc4c32)cc1,2
14759902,CHEMBL426823,CCOc1nc2ccc(OCCC3CCN(c4ccc(C)nn4)CC3)cc2o1,IN-RANGE,c1cnnc(N2CCC(CCOc3ccc4ncoc4c3)CC2)c1,1
14759903,CHEMBL1163803,CCN(C(=O)NCc1c(F)cccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,IN-RANGE,O=C(NCc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,1
14759904,CHEMBL2158823,O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,IN-RANGE,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,1
14759905,CHEMBL2031238,Cc1ccc(NC(=O)c2ccoc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,IN-RANGE,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccoc1,2
14759906,CHEMBL1778618,N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,IN-RANGE,c1ccc(-c2ccccc2)cc1,0
14759907,CHEMBL452529,CN(C)CCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,IN-RANGE,c1ccc(-c2cccs2)cc1,0
14759908,CHEMBL1082811,N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O,IN-RANGE,O=c1cc(-c2ccccc2)nc(SCc2ccccc2)[nH]1,2
14759909,CHEMBL2171048,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1,IN-RANGE,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,4
14759910,CHEMBL2158815,O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,IN-RANGE,c1ccc(CN2CCC(N3CCC(Oc4ccccc4)CC3)CC2)cc1,4
14759911,CHEMBL441550,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,IN-RANGE,O=C(c1c(Cc2ccccc2)sc2[nH]c(=O)[nH]c(=O)c12)N1CCS(=O)(=O)C1,2
14759912,CHEMBL2171043,O=C(NS(=O)(=O)c1cccc(Cl)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,IN-RANGE,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,4
14759913,CHEMBL2207656,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,IN-RANGE,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,2
14759914,CHEMBL205078,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,IN-RANGE,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,4
14759921,CHEMBL2041980,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,IN-RANGE,c1ccc(-c2cncc(-c3cccnc3)c2)cc1,4
14759922,CHEMBL318021,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,IN-RANGE,c1ccc(OCc2ccc3ccccc3n2)cc1,0
14759923,CHEMBL256668,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,IN-RANGE,O=c1cnc2cnc(SCc3ccccc3)nc2[nH]1,2
14759930,CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,IN-RANGE,c1ccc(NCc2ccco2)cc1,3
14759931,CHEMBL782,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,IN-RANGE,c1ccccc1,3
14759932,CHEMBL2017259,N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)nc2)cc1,IN-RANGE,O=C(Nc1ccc(-n2ccnc2)nc1)c1ccccc1,4
14759933,CHEMBL550175,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C(N)=O)cc1Cl,IN-RANGE,O=S(=O)(c1ccccc1)N1CCN(c2ccccc2)CC1,3
14759934,CHEMBL1689110,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,IN-RANGE,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,1
14759937,CHEMBL46,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,IN-RANGE,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,3
14759938,CHEMBL382435,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(Cl)c2)CC1,IN-RANGE,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4
14759943,CHEMBL1340633,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,IN-RANGE,c1ccc(Nc2ccc(-c3ccc(Nc4ccccc4)cc3)cc2)cc1,1
14759944,CHEMBL206229,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc21,IN-RANGE,O=c1[nH]c(=O)c2cc(Cc3ccccc3)sc2[nH]1,3
14759950,CHEMBL2070946,N#Cc1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1,IN-RANGE,O=C(NC1CC1)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2nccs2)CC1,4
14759955,CHEMBL1088752,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,IN-RANGE,O=C(NC1CC1)c1cccc(-c2ccccn2)c1,0
14759956,CHEMBL1214,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,IN-RANGE,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12,4
14759957,CHEMBL2070938,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1,IN-RANGE,O=C(NC1CC1)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2nccs2)CC1,4
14759966,CHEMBL108,NC(=O)N1c2ccccc2C=Cc2ccccc21,IN-RANGE,C1=Cc2ccccc2Nc2ccccc21,1
14759967,CHEMBL378730,Cc1ccc2c(c1)c(-c1ccnc3c(Cl)cccc13)c(C)n2CC(=O)O,IN-RANGE,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,4
14759968,CHEMBL1934422,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCOCC2)cc1,IN-RANGE,O=S(=O)(Nc1ccnn1C1CCOCC1)c1ccccc1,1
14759969,CHEMBL1917446,Cc1ccc2c(c1)c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,IN-RANGE,O=S(=O)(c1ccccc1)c1c[nH]c2ccccc12,2
14759970,CHEMBL521509,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,IN-RANGE,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,2
14759971,CHEMBL1221702,C[C@H]1CN=C(N)c2sccc2O1,IN-RANGE,C1=NCCOc2ccsc21,3
14759972,CHEMBL2031227,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,IN-RANGE,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccccc1,3
14759973,CHEMBL184012,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,IN-RANGE,O=C(Nc1cccc(NC(=O)c2ccnc(N3CCOCC3)c2)c1)c1ccc(OCc2ccccn2)cc1,2
14759974,CHEMBL2018954,COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c2ccc(C)cc2)cc1OCCN(C)C,IN-RANGE,O=S(=O)(Nc1nccnc1OCc1ccccc1)c1ccccc1,4
14759975,CHEMBL1537460,COc1ccccc1C(=O)Nc1ccc(Cc2ccncc2)cc1,IN-RANGE,O=C(Nc1ccc(Cc2ccncc2)cc1)c1ccccc1,3
14759976,CHEMBL491758,Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1,IN-RANGE,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,4
14759977,CHEMBL282625,N=C(N)c1cc2c(/C=C/c3ccc4c(c3)OCO4)cccc2s1,IN-RANGE,C(=C/c1cccc2sccc12)\c1ccc2c(c1)OCO2,3
14759978,CHEMBL2031224,COc1ccccc1C(=O)Nc1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,IN-RANGE,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccccc1,3
14759979,CHEMBL2031241,Cc1ccc(C(=O)Nc2nccs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,IN-RANGE,O=C(Nc1nccs1)c1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1,3
14759980,CHEMBL2163360,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ncccc4c3C2)CC1,IN-RANGE,O=C(NC1CC1)[C@@H]1CCCC[C@H]1C(=O)N1CCc2[nH]c3ncccc3c2C1,2
14759981,CHEMBL1689129,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,IN-RANGE,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,3
14759982,CHEMBL1917418,Cc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,IN-RANGE,c1ccc(Sc2c[nH]c3ccccc23)cc1,2
14759983,CHEMBL2208422,N#Cc1cccc(S(=O)(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,IN-RANGE,O=S(=O)(NCCCN1CCC(Oc2ccccc2)CC1)c1ccccc1,1
14759984,CHEMBL383696,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,IN-RANGE,O=c1[nH]c(=O)c2c(SC3CCCC3)c(Cc3ccccc3)sc2[nH]1,4
14759988,CHEMBL1783112,COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1,IN-RANGE,c1ccc2c(-n3ccnn3)ccnc2c1,2
14759993,CHEMBL2151326,COc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1,IN-RANGE,c1ccc(Cn2cnc3ccc(Nc4cc[nH]n4)nc32)nc1,2
14759997,CHEMBL2325697,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,IN-RANGE,c1cc(-c2nc(C3CC3)cc(N3CCOCC3)n2)c2cc[nH]c2c1,1
14759998,CHEMBL243001,Cc1nc2ccc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,IN-RANGE,O=c1c2cc(Oc3ccccc3)ccc2ncn1C[C@H]1CCCNC1,4
14759999,CHEMBL1290353,CCC(NC(=O)Nc1cc(Cl)ccc1Cl)(C(F)(F)F)C(F)(F)F,IN-RANGE,c1ccccc1,3
14760001,CHEMBL1779512,COC[C@@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,IN-RANGE,O=C(NCC1CCCCCC1)c1cccc(-n2ncc(=O)[nH]c2=O)c1,1
14760002,CHEMBL1934266,CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c1ccc(C)cc1,IN-RANGE,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,1
14760003,CHEMBL1951909,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)N2CCN(S(C)(=O)=O)CC2)CC1,IN-RANGE,O=C(Cc1ccccc1)NC1CCN(CC[C@@H](c2ccccc2)N2CCNCC2)CC1,1
14760008,CHEMBL2017291,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,IN-RANGE,O=c1[nH]c2cnc3cc(-c4cnoc4)ccc3c2n1Cc1ccccn1,0
14760009,CHEMBL66089,Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cc(-c3cccc(Br)c3)c12,IN-RANGE,c1ccc(-c2cc(-c3ccc(N4CCOCC4)nc3)nc3ncncc23)cc1,1
14760013,CHEMBL1645105,COc1ccc(-c2ccc3nc(N)sc3c2)cn1,IN-RANGE,c1cncc(-c2ccc3ncsc3c2)c1,2
14760014,CHEMBL1363924,CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1cccnc1,IN-RANGE,O=C(CSc1nnc(-c2cccnc2)[nH]1)Nc1ccon1,2
14760020,CHEMBL1256967,CC1(C)[C@H](NC(=O)/C(=N\OCc2cc(=O)c(O)cn2O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O,IN-RANGE,O=C(N[C@H]1CNC1=O)/C(=N\OCc1cc(=O)cc[nH]1)c1cscn1,2
14760021,CHEMBL580,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,IN-RANGE,O=C1CN=C(c2ccccc2)c2ccccc2N1,3
14760031,CHEMBL1807827,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1,IN-RANGE,O=c1[nH]c2cccc(CCNCCSCCCNCCc3ccccc3)c2s1,2
14760032,CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,IN-RANGE,O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1,0
14760034,CHEMBL552513,O=C(Cc1ccc(F)c(C(F)(F)F)c1)Nc1cccc2c(=O)n([C@@H]3CNC[C@H]3O)ccc12,IN-RANGE,O=C(Cc1ccccc1)Nc1cccc2c(=O)n([C@H]3CCNC3)ccc12,1
14760035,CHEMBL1917440,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O,IN-RANGE,c1ccc(Sc2c[nH]c3cccc(-c4cnccn4)c23)cc1,4
14760036,CHEMBL855,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,IN-RANGE,C(\CN1CCCC1)=C(\c1ccccc1)c1ccccn1,3
14760037,CHEMBL2158822,O=C(O)c1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,IN-RANGE,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,1
14761124,CHEMBL2207280,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccc(F)cc12,IN-RANGE,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,2
14761125,CHEMBL1689120,C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,IN-RANGE,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,1
14761126,CHEMBL2158775,COc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,IN-RANGE,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14761127,CHEMBL2158840,O=C(O)[C@H](Cc1cccc(F)c1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,IN-RANGE,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14761128,CHEMBL341087,CC1CN(C(=O)c2cc3ccccc3[nH]2)CCN1,IN-RANGE,O=C(c1cc2ccccc2[nH]1)N1CCNCC1,0
14761129,CHEMBL2332935,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,IN-RANGE,c1ccc(OCCCN2CCC3(CC2)Cc2ccccc2O3)cc1,3
14761130,CHEMBL2208435,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cnnc2ccccc12,IN-RANGE,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1cnnc2ccccc12,0
14761134,CHEMBL232846,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12,IN-RANGE,c1ccc(CSc2ncc3scnc3n2)cc1,1
14761135,CHEMBL272705,C[C@H](CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12,IN-RANGE,O=c1[nH]c2nc(SCc3ccco3)ncc2s1,2
14761136,CHEMBL495727,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,IN-RANGE,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,1
14761137,CHEMBL398338,CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12,IN-RANGE,O=C(Nc1cccc2[nH]ncc12)N[C@@H]1CCc2ccccc21,0
14761138,CHEMBL2220442,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,IN-RANGE,c1ccc(-c2c[nH]c3ccccc23)cc1,4
14761139,CHEMBL2158828,O=C(O)COc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,IN-RANGE,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,1
14761140,CHEMBL380005,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccc(F)cc2)c2ccc(S(C)(=O)=O)cc2)CC1,IN-RANGE,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4
14761141,CHEMBL1779497,O=C(NCC1CCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,IN-RANGE,O=C(NCC1CCCCC1)c1cccc(-n2ncc(=O)[nH]c2=O)c1,3
14761149,CHEMBL2048873,N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccncc2)C1,IN-RANGE,O=C1NC(=O)/C(=C/c2cccc(-c3ccncc3)c2N2CCCCC2)S1,0
14761150,CHEMBL403225,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2F)nc2[nH]c(=O)sc12,IN-RANGE,O=c1[nH]c2nc(SCc3ccccc3)ncc2s1,0
14761156,CHEMBL1241590,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,IN-RANGE,c1ccccc1,3
14761157,CHEMBL274737,CC[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,IN-RANGE,c1ccc(CSc2ncc3scnc3n2)cc1,1
14761158,CHEMBL403313,CN(C)S(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,IN-RANGE,c1ccc(-c2cc3ccccc3[nH]2)cc1,2
14761161,CHEMBL1831130,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,IN-RANGE,O=C(NCC1CN(c2ccnc3ccccc23)C(=O)O1)C1CC1,2
14761162,CHEMBL2325699,CS(=O)(=O)C1(c2cc(N3CC4CCC(C3)O4)nc(-c3cccc4[nH]ccc34)n2)CC1,IN-RANGE,c1cc(-c2nc(C3CC3)cc(N3CC4CCC(C3)O4)n2)c2cc[nH]c2c1,3
14761168,CHEMBL1363,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,IN-RANGE,c1ccc(CCNCCc2ccccc2)cc1,4
14761169,CHEMBL1807821,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3ccccc3)c2s1,IN-RANGE,O=c1[nH]c2cccc(CCNCCCOCCOCCc3ccccc3)c2s1,3
14761170,CHEMBL1916285,Cc1nn(-c2ccccc2)c(NS(=O)(=O)c2cccc(CN3CCOCC3)c2)c1C(=O)N[C@@H](C)C(C)(C)C,IN-RANGE,O=S(=O)(Nc1ccnn1-c1ccccc1)c1cccc(CN2CCOCC2)c1,0
14761171,CHEMBL1778623,CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,IN-RANGE,c1ccc(-c2ccccc2)cc1,0
14761172,CHEMBL1916263,CCC(CC)NC(=O)c1cn(-c2ccccc2)nc1NS(=O)(=O)c1ccc(C)cc1,IN-RANGE,O=S(=O)(Nc1ccn(-c2ccccc2)n1)c1ccccc1,3
14761173,CHEMBL2207661,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C1CC1,IN-RANGE,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]nc1C1CC1,3
14761174,CHEMBL2171014,Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)NS(=O)(=O)c4ccc(N(C)C)cc4)CC3)CC2)c1Cl,IN-RANGE,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,4
14761175,CHEMBL2207278,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(F)ccc12,IN-RANGE,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,2
14761176,CHEMBL1689123,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,IN-RANGE,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,1
14761177,CHEMBL2171018,COc1cccc(C(=O)NCCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,IN-RANGE,O=C(NCCN1CCC(Oc2ccccc2)CC1)c1ccccc1,2
14761178,CHEMBL452021,CN(C)CCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,IN-RANGE,c1ccc(-c2cccs2)cc1,0
14761179,CHEMBL1778617,O=C(O)COc1ccc(-c2nccs2)cc1-c1ccccc1,IN-RANGE,c1ccc(-c2cccc(-c3nccs3)c2)cc1,2
14761180,CHEMBL1945037,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccc4)c3)c2s1,IN-RANGE,O=c1[nH]c2cccc(CCNCCc3cccc(CNCCCc4ccccc4)c3)c2s1,3
