activity_id,chembl_id,scaffold_key,outer_fold
14764331,CHEMBL178737,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,2
14764332,CHEMBL1916283,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,2
14764333,CHEMBL395340,c1ccc(CSc2ncc3scnc3n2)cc1,4
14764342,CHEMBL2335881,c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,4
14764343,CHEMBL406852,c1ncc2ncn(C3CCCO3)c2n1,1
14764347,CHEMBL1934271,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,4
14764348,CHEMBL1770298,O=C(NC(C(=O)Nc1ccccc1)c1cccs1)c1ccccc1,5
14764351,CHEMBL190747,O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1,1
14764354,CHEMBL23,O=C1CC(c2ccccc2)Sc2ccccc2N1,1
14764355,CHEMBL1094168,O=C(Nc1nccs1)C(CC1CCCC1)c1ccccc1,1
14764357,CHEMBL2018964,O=S(=O)(Nc1nn(Cc2ccccc2)c2ccccc12)c1cccs1,2
14764358,CHEMBL1945290,O=c1[nH]c2cccc(CCNCCc3cccc(CNCc4ccccc4)c3)c2s1,4
14764362,CHEMBL223713,c1ccc2c(c1)NCc1cc3c(cc1-2)OCO3,2
14764363,CHEMBL1921917,O=C(OC1C[N+]2(CCCc3ccncc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,3
14764364,CHEMBL1831078,c1csc(-c2ccsc2)c1,1
14764365,CHEMBL1945291,O=c1[nH]c2cccc(CCNCCc3cccc(CNCc4ccccc4)c3)c2s1,4
14764366,CHEMBL1927039,c1ccc(Nc2nccc(NC3CC3)n2)cc1,1
14764371,CHEMBL841,c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,3
14764375,CHEMBL518924,c1cnc2c(c1)CCCC2NCc1nc2ccccc2[nH]1,5
14764376,CHEMBL430381,c1ccc(CSc2ncc3sc(NC4CC4)nc3n2)cc1,3
14764380,CHEMBL2069623,c1ccc(OCc2nn(C3CCOCC3)c3ncncc23)cc1,1
14764381,CHEMBL1412343,O=C(CCS(=O)(=O)c1cccs1)Nc1ccccc1,4
14764383,CHEMBL1945041,O=c1[nH]c2cccc(CCNCCc3cccc(CNCc4ccccc4)c3)c2s1,4
14764385,CHEMBL2207654,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,3
14764386,CHEMBL513370,O=C(c1ccoc1)N(Cc1ccccc1)c1ccccc1,1
14764388,CHEMBL322479,c1ccc(CCOCCCCCCNCCc2cccc3ncsc23)cc1,1
14764390,CHEMBL2137199,c1ccc(-c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)cc1,2
14764391,CHEMBL408,O=C1NC(=O)C(Cc2ccc(OCC3CCc4ccccc4O3)cc2)S1,5
14764392,CHEMBL217943,O=C(NCc1ccccc1)c1ccc2cccnc2c1,3
14764393,CHEMBL1082812,O=c1cc(-c2ccccc2)nc(SCCc2ccccc2)[nH]1,2
14764395,CHEMBL2018969,O=S(=O)(Nc1nn(Cc2ccccc2)c2ccccc12)c1cccs1,2
14764396,CHEMBL479,c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1,3
14764403,CHEMBL100979,c1ccn2c(-c3ccncn3)cnc2c1,2
14764404,CHEMBL2361207,O=C(Nc1ccccc1)N1CCCCN2CC(c3ccc(C#Cc4ccccc4)cc3)C2C1,2
14764405,CHEMBL2171017,O=C(NCCN1CCN(Cc2ccccc2)CC1)c1ccccc1,5
14764409,CHEMBL464081,O=C1CC2CCC1(CS(=O)(=O)N1CCN(c3ccccn3)CC1)C2,4
14764414,CHEMBL2331843,c1c[nH+]c2cc(Sc3nc(N4CCCC4)c4cc[nH]c4n3)cnc2c1,5
14764415,CHEMBL1610669,c1ccccc1,5
14764416,CHEMBL2152252,O=S(=O)(Nc1ccccc1)c1cccc(-c2cnccn2)c1,2
14764426,CHEMBL2349318,O=c1[nH]c2nc(SCc3ccccc3)ncc2s1,1
14764429,CHEMBL1922056,O=C(OC1C[N+]2(Cc3nc(-c4ccccc4)no3)CCC1CC2)C(c1ccccc1)N1CCCCC1,1
14764430,CHEMBL1916275,O=C(NC1CCCCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,2
14764435,CHEMBL1164165,O=c1[nH]c(-c2ccccc2)nc2ccccc12,3
14764437,CHEMBL361431,O=C(Nc1cccc(Nc2ccnc(OC3CCNCC3)n2)c1)c1cccc(N2CCOCC2)c1,1
14764438,CHEMBL1916082,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,2
14764446,CHEMBL2178393,O=C(Cc1ccccc1)Nc1nnc(CCSCCc2nncs2)s1,1
14764447,CHEMBL1940652,O=C(c1ccc(-c2ccccc2)o1)N(Cc1ccccc1-c1cccnc1)c1ccc(N2CCNCC2)cc1,5
14764451,CHEMBL259850,O=C(NCc1ccccc1)Nc1nccs1,1
14764452,CHEMBL1924046,O=C(OC1C[NH+]2CCC1CC2)C(c1ccccc1)N1CCCCC1,1
14764453,CHEMBL1945299,O=c1[nH]c2cccc(CCNCCc3cccc(CCNCc4ccccc4)c3)c2s1,3
14764454,CHEMBL110861,c1ccc(CCOCCCOCCNCCc2cccc3ncsc23)cc1,2
14764458,CHEMBL2147032,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cccnc5c4)cc3)CC2)CN1C1CC1,1
14764459,CHEMBL379787,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1ccccc1,4
14764464,CHEMBL1532611,c1ccc(CCOc2ccccc2)cc1,5
14764466,CHEMBL1263,c1ccc(CCCCOCCCCCCNCCc2ccccc2)cc1,2
14764467,CHEMBL1916277,O=C(NC1CCCCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,2
14764469,CHEMBL2326623,O=C(NCc1cccc(Cn2nc(NS(=O)(=O)c3cccs3)c3ccccc32)c1)C1COCCN1,4
14764472,CHEMBL20921,O=C(CSc1nc2ccccc2s1)NC1CCN(Cc2ccccc2)CC1,5
14764473,CHEMBL1916276,O=C(NC1CCCCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,2
14764474,CHEMBL1916267,O=S(=O)(Nc1ccnn1Cc1ccccc1)c1ccccc1,2
14764479,CHEMBL1800658,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2[nH]c(=O)sc12,3
14764480,CHEMBL1916084,O=C(NC1CCCCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,2
14764483,CHEMBL1645392,O=S(=O)(NCc1ccc(-c2cnoc2)cc1)c1cnoc1,1
14764484,CHEMBL1381233,O=C(Nc1ccncc1)c1cccc2ccccc12,4
14764485,CHEMBL1423878,c1ccc(-c2cn(-c3ccccc3)c3ncncc23)cc1,1
14764488,CHEMBL1644331,c1ccc(Sc2ccc3ccccc3n2)cc1,3
14764492,CHEMBL105462,O=C(CCc1c[nH]cn1)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccc1,3
14764493,CHEMBL1921942,O=C(C[N+]12CCC(CC1)C(OC(=O)C(c1ccccc1)N1CCCCC1)C2)Nc1ccccc1,1
14764494,CHEMBL380732,c1ccc(CSc2ncc3scnc3n2)cc1,4
14764495,CHEMBL1945289,O=c1[nH]c2cccc(CCNCCc3cccc(CNCc4ccccc4)c3)c2s1,4
14764496,CHEMBL1770471,O=C(NCc1nc2ccccc2[nH]1)c1cccs1,4
14764497,CHEMBL1947157,O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4ccccc4)c3)c2s1,2
14764500,CHEMBL2347404,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5cccc(N6CCOCC6)c5)cc34)cc2)cc1,3
14764505,CHEMBL210730,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,2
14764506,CHEMBL272551,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,3
14764513,CHEMBL1783119,O=C(NCc1cn(-c2ccnc3ccccc23)nn1)c1ccccc1,2
14764519,CHEMBL1921946,O=C(C[N+]12CCC(CC1)C(OC(=O)C(c1ccccc1)N1CCCCC1)C2)Nc1ccccn1,1
14764520,CHEMBL1921936,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,1
14764521,CHEMBL296419,c1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)cc1,3
14764522,CHEMBL396043,c1ccc(CSc2ncc3sc(NC4CC4)nc3n2)cc1,3
14764523,CHEMBL550902,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(-c2cccnc2)c1,1
14764524,CHEMBL1921913,O=C(OC1C[N+]2(CCc3c[nH]c4ccccc34)CCC1CC2)C(c1ccccc1)N1CCCCC1,1
14764525,CHEMBL197714,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,1
14764529,CHEMBL343199,c1ccc(C2=Nc3cnccc3NCC2)cc1,1
14764530,CHEMBL143305,c1cc(CCCOc2ccc(C3=NCCO3)cc2)on1,5
14764531,CHEMBL1299863,O=C(CSc1ncccn1)Nc1nc(-c2ccccc2)cs1,4
14764532,CHEMBL139,c1ccc(Nc2ccccc2)cc1,3
14764536,CHEMBL2181753,O=C(NCc1ccccc1)NCc1ccccc1-c1ccccc1,1
14764537,CHEMBL1489611,O=C(CSc1nnc(-c2ccccc2)o1)N1CCN(C(=O)c2ccco2)CC1,3
14764538,CHEMBL564885,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(NCC2CCNCC2)c1,5
14765312,CHEMBL1807824,O=c1[nH]c2cccc(CCNCCSCCCNCCc3ccccc3)c2s1,3
14765314,CHEMBL336619,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1,3
14765322,CHEMBL1807820,O=c1[nH]c2cccc(CCNCCCSCCOCCc3cccc4ccccc34)c2s1,5
14765326,CHEMBL1596896,O=C(Nc1ccccc1)Nc1cccc2ccccc12,4
14765327,CHEMBL1351332,O=C(NCc1ccccc1)c1cc(-c2ccco2)on1,4
14765328,CHEMBL1573309,c1ccc2c(c1)[nH]c1ccncc12,4
14765329,CHEMBL550637,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc(C(=O)N2CC3CNCC(C2)O3)c1,4
14765331,CHEMBL1921925,O=C(OC1C[N+]2(CCCc3cc4ccccc4s3)CCC1CC2)C(c1ccccc1)N1CCCCC1,2
14765332,CHEMBL1213118,c1ccc2nc(N3CCNCC3)c(Cn3nc(-c4ccc5ncsc5c4)c4cncnc43)cc2c1,3
14765333,CHEMBL1916264,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,2
14765341,CHEMBL562698,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCNCC2)c1,2
14765343,CHEMBL1868126,O=C(Nc1nc2ccccc2s1)c1ccccc1,2
14765344,CHEMBL407960,c1ccc(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)cc1,2
14765352,CHEMBL185658,c1ccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)cc1,5
14765353,CHEMBL1807825,O=c1[nH]c2cccc(CCNCCSCCCNCCc3ccccc3)c2s1,3
14765354,CHEMBL1807817,O=c1[nH]c2cccc(CCNCCSCCCOCCc3ccccc3)c2s1,5
14765355,CHEMBL480601,O=C1CC2CCC1(CS(=O)(=O)NC1CCN(c3ccccn3)CC1)C2,1
14765358,CHEMBL2335890,c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,4
14765361,CHEMBL469727,O=C(c1ccco1)N(Cc1ccccc1)c1ccccc1,1
14765365,CHEMBL1458025,O=C(CSc1ncnc2sccc12)N1CCN(C(=O)c2ccco2)CC1,5
14765367,CHEMBL1921923,O=C(OC1C[N+]2(CCCc3cncnc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,4
14765368,CHEMBL1276308,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,1
14765370,CHEMBL1308362,O=C(CSc1nnc2ccc3ccccc3n12)N1CCN(C(=O)c2ccco2)CC1,4
14765371,CHEMBL134074,O=C1Nc2ccccc2C2(CCN(CCc3coc(-c4ccccc4)n3)CC2)O1,5
14765372,CHEMBL549620,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(CN3CCNCC3)ccc12,1
14765377,CHEMBL1921919,O=C(OC1C[N+]2(CCCc3ccncc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,3
14765379,CHEMBL1800656,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2[nH]c(=O)sc12,3
14765380,CHEMBL267744,O=C(c1ccccc1)c1cccs1,1
14765381,CHEMBL187857,O=C(Nc1cccc(Nc2ccncn2)c1)c1cccc(N2CCOCC2)c1,2
14765385,CHEMBL1465276,O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCc2ccccc2C1,2
14765386,CHEMBL551170,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(-n2ncc(=O)[nH]c2=O)c1,1
14765391,CHEMBL1924047,O=C(OC1C[N+]2(CCc3ccccc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,4
14765392,CHEMBL475534,C1=CC(c2ccccc2)C=CN1,2
14765394,CHEMBL511444,O=C(NC1CCC2CCNC21)c1cccc2ccccc12,4
14765395,CHEMBL51478,c1ccc(CSc2nc3ccccc3[nH]2)nc1,5
14765396,CHEMBL2207286,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,3
14765404,CHEMBL2021706,O=C(NCC[NH2+]CCCc1ccccc1)c1cnccn1,5
14765405,CHEMBL2216830,O=C1N(c2ccccc2)Cc2cncnc2N1Cc1ccccc1,3
14765407,CHEMBL1924049,O=C(OC1C[N+]2(CCc3ccccc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,4
14765408,CHEMBL275224,c1ccc2c(c1)[nH]c1cnccc12,4
14765413,CHEMBL2346975,c1cc(C2CCN(c3ccc4nncn4n3)CC2)ccc1OCCN1CCNCC1,2
14765424,CHEMBL360227,O=C1Nc2ccccc2C1c1ccccc1,3
14765425,CHEMBL1916085,O=C(NC1CCCCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,2
14765426,CHEMBL1536083,O=S(=O)(Nc1ccccc1)c1ccccc1,1
14765430,CHEMBL17157,c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,1
14765431,CHEMBL2348645,c1cc(Nc2nccc(-c3cncs3)n2)cc(N2CCCCC2)c1,2
14765432,CHEMBL1818218,O=C(NCc1ccccc1)c1cnc(N2CCN(CC3CCCOC3)CC2)nc1,4
14765433,CHEMBL412142,c1ccc(-c2nc(NCCNc3ccccn3)ncc2-c2ncc[nH]2)cc1,4
14765435,CHEMBL2181927,C1=CC(c2ccccc2)c2cnccc2N1,3
14765436,CHEMBL1608462,O=C(NCc1cccnc1)c1cc(C2CC2)nc2[nH]ncc12,1
14765440,CHEMBL1240967,O=C(Cc1cccc(CCNCCc2ccccc2)c1)NCc1cccc(-c2ccccc2)c1,2
14765441,CHEMBL1425658,c1csc(Cn2nnnc2CN2CCN(c3nc4ccccc4s3)CC2)c1,5
14765444,CHEMBL1921931,O=C(OC1C[N+]2(CCOc3ccccc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,3
14765446,CHEMBL1081917,O=C(CN(Cc1ccccc1)C1CCCCC1)Nc1ccccc1,4
14765447,CHEMBL1921939,O=C(OC1C[N+]2(CCOCCc3ccccc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,4
14765451,CHEMBL188705,c1ccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)cc1,5
14765452,CHEMBL480208,O=C1CC2CCC1(CS(=O)(=O)N1CCN(c3ccccn3)CC1)C2,4
14765454,CHEMBL1534781,c1ccc(Nc2ccnc(-c3ccccn3)n2)cc1,1
14765455,CHEMBL511782,O=C(c1ccccc1)N(Cc1ccccc1)c1ccccc1,1
14765456,CHEMBL1947155,O=c1[nH]c2cccc(CCNCCc3ccc(-c4ccccc4CNCc4ccccc4)cc3)c2s1,5
14765460,CHEMBL2147569,C1=C2CCC(CCc3ccccc3)C2Cc2cnn(-c3ccccc3)c21,1
14765461,CHEMBL20210,O=C(CNC(=O)c1ccon1)CC(Cc1ccccc1)C(=O)NCCC1CCNC1=O,1
14765462,CHEMBL335744,c1ccc(-c2cc3ccccc3cn2)nc1,4
14765463,CHEMBL1322390,O=C(CCc1ccccc1)Nc1nc2ccccc2s1,2
14765465,CHEMBL1163492,O=C(NCc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,2
14765468,CHEMBL205807,O=C(c1c(Cc2c[nH]c3ccccc23)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCC1,1
14765473,CHEMBL2216839,c1cc(-c2cc(-c3nnc(CN4CCOCC4)o3)c3cn[nH]c3c2)c2cc[nH]c2c1,2
14765481,CHEMBL82663,O=c1[nH]c2cccc(CCNCCS(=O)(=O)CCCOCCc3ccccc3)c2s1,3
14765482,CHEMBL182682,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,1
14765483,CHEMBL2348176,c1ccc2c(c1)ccn2-c1ccncn1,3
14765485,CHEMBL2171169,O=C(NCCCNCC1CCC(n2cnc3cncnc32)O1)Nc1ccccc1,4
14765486,CHEMBL210887,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,2
14765487,CHEMBL1198335,c1ccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)cc1,1
14765488,CHEMBL1891338,c1ccc(CNc2ncnc3ccsc23)cc1,5
14765492,CHEMBL595134,O=C1C=C2C(=N1)c1cccc3c(N4CCSCC4)ccc2c13,5
14765493,CHEMBL2147033,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cnccc5c4)cc3)CC2)CN1C1CC1,3
14765494,CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,3
14765495,CHEMBL314034,c1ccc(Cn2cnc(-c3ccccc3)n2)cc1,5
14765499,CHEMBL1526668,O=C(c1csc2c1CCCC2)N1CCCCC1,4
14765500,CHEMBL1188966,O=S(=O)(NCC1CCC(CNc2ncc3ccccc3n2)CC1)c1ccccc1,2
14765503,CHEMBL1345333,c1ccc(Nc2[nH]nnc2-c2ccccc2)cc1,4
14765504,CHEMBL1916284,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,2
14765505,CHEMBL304087,O=C(Nc1ccc(-c2cnco2)cc1)Nc1cccc(CNC(=O)OC2CCOC2)c1,5
14765508,CHEMBL379350,O=c1ccc2ccccc2o1,3
14765514,CHEMBL14762,c1ccc(CNc2ncnc3[nH]cnc23)cc1,4
14765515,CHEMBL2098332,O=C(COc1ccnc2ccccc12)Nc1ccccc1,5
14765516,CHEMBL103667,O=C(Nc1ccc(OCCN2CCOCC2)c2ccccc12)Nc1ccnn1-c1ccccc1,4
14765520,CHEMBL2170992,O=C(NCCCSCC1CCC(n2cnc3cncnc32)O1)Nc1ccccc1,3
14765521,CHEMBL2098096,O=C(COc1ccnc2ccccc12)NCc1ccccc1,4
14765522,CHEMBL513412,O=C(c1ccco1)N(Cc1ccccc1)c1ccccc1,1
14765523,CHEMBL2164670,O=C(NCc1ccccc1)C1CCCCC1C(=O)N1CCN(Cc2ccccc2)CC1,2
14765524,CHEMBL6966,c1ccc(CCCCNCCc2ccccc2)cc1,4
14765529,CHEMBL1829876,O=C(CNS(=O)(=O)c1ccccc1)N(Cc1ccc(C2CCCCC2)cc1)c1ccccc1,3
14765531,CHEMBL402501,O=C(Cc1cccc(CCNCCc2ccccc2)c1)NC12CC3CC(CC(C3)C1)C2,1
14765534,CHEMBL192,O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cn[nH]c12,4
14765535,CHEMBL574059,O=c1[nH]c2nc(Nc3ccccc3)ncc2cc1-c1ccccc1,1
14765536,CHEMBL1778622,c1ccc(-c2ccccc2)cc1,4
14765542,CHEMBL1916271,O=C(NC1CCCCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(-c2cnco2)cc1,1
14765547,CHEMBL1587607,O=C(Nc1ccccc1)c1cc[nH]n1,2
14765548,CHEMBL2097971,O=C(COc1ccnc2ccccc12)Nc1ccccc1,5
14765551,CHEMBL1194325,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1cccs1)c1cccs1,1
14765553,CHEMBL1800659,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2[nH]c(=O)sc12,3
14765561,CHEMBL250961,O=S(=O)(NC1CCN(Cc2ccc(-c3ccccc3)cc2)C1)c1ccccc1,3
14765562,CHEMBL469728,O=C(c1ccco1)N(Cc1ccccc1)c1ccccc1,1
14765563,CHEMBL222659,O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,1
14765564,CHEMBL561771,O=C(Nc1ccccc1)c1cccc(Cc2cn[nH]c2-c2ccccc2)c1,1
14769802,CHEMBL70972,O=C1C=CC(=O)C(Cc2ccccc2)=C1,2
14769803,CHEMBL271012,O=c1[nH]c2nc(SCc3ccccc3)ncc2s1,1
14769804,CHEMBL383322,c1ccc2c(c1)ncc1nc[nH]c12,3
14769805,CHEMBL552512,O=C(CC1CCCCCC1)Nc1cccc2c(=O)n(C3CCNC3)ccc12,1
14769806,CHEMBL2171047,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,5
14769807,CHEMBL2208431,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1n[nH]c(=O)c2ccccc12,1
14769808,CHEMBL1917448,O=S(=O)(c1ccccc1)c1c[nH]c2ccccc12,5
14769809,CHEMBL119385,O=c1ncn2nc(Sc3ccccc3)ccc2c1-c1ccccc1,1
14769810,CHEMBL2031229,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccccc1,5
14769811,CHEMBL1917445,c1ccc([SH+]c2c[nH]c3ccccc23)cc1,5
14769812,CHEMBL452273,c1ccc(-c2cccs2)cc1,1
14769813,CHEMBL390191,c1nc(CSc2ncc3scnc3n2)cs1,4
14769814,CHEMBL1529362,c1ccc(-c2nncs2)cc1,1
