Internal ID,canonical_smiles_rdkit,scaffold_group,outer_fold,is_sensitivity_member,has_target
Mol1727,O=C(c1cccs1)N1CCCC(C(=O)N2Cc3ccccc3C(c3ccccc3)C2)C1,O=C(c1cccs1)N1CCCC(C(=O)N2Cc3ccccc3C(c3ccccc3)C2)C1,3,True,True
Mol1728,Cc1ccsc1-c1nc(CN(C)CCc2cn[nH]c2)c(C)o1,c1csc(-c2nc(CNCCc3cn[nH]c3)co2)c1,2,True,True
Mol1729,Cc1nc(C#N)c(C#N)n1Cc1csc(-c2cccs2)n1,c1csc(-c2nc(Cn3ccnc3)cs2)c1,2,True,True
Mol1730,O=C1CSc2ccc(C(=O)Nc3cc(C4CC4)n[nH]3)cc2N1,O=C1CSc2ccc(C(=O)Nc3cc(C4CC4)n[nH]3)cc2N1,0,True,True
Mol1731,CNc1nc(N2CCCCC2)nc(N2CCCCC2)n1,c1nc(N2CCCCC2)nc(N2CCCCC2)n1,1,True,True
Mol1732,CC(Oc1ccc(Cl)cc1)C(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,O=C(COc1ccccc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,0,True,True
Mol1733,Fc1ccc(-c2cc(C3CCNCC3)ccn2)cc1,c1ccc(-c2cc(C3CCNCC3)ccn2)cc1,4,False,True
Mol1734,CCC(CC)NC(=O)c1ccc(C#N)c(C)n1,c1ccncc1,0,True,True
Mol1735,Cc1cc(Oc2cnccn2)ccc1N,c1ccc(Oc2cnccn2)cc1,4,False,True
Mol1736,CCN1CCN(c2ccc(NC(=O)c3ncoc3-c3ccc4ccccc4c3)cc2)CC1,O=C(Nc1ccc(N2CCNCC2)cc1)c1ncoc1-c1ccc2ccccc2c1,3,True,True
Mol1737,CCc1cnc(CCNc2cncc(Cl)n2)s1,c1cnc(NCCc2nccs2)cn1,3,True,True
Mol1738,Cc1cccc(OCCn2c(N)nc3ccccc32)c1,c1ccc(OCCn2cnc3ccccc32)cc1,2,True,True
Mol1739,O=C(COc1ccc2ccc(=O)oc2c1)Nc1cccc(COCc2ccco2)c1,O=C(COc1ccc2ccc(=O)oc2c1)Nc1cccc(COCc2ccco2)c1,2,True,True
Mol1740,C[C@@H](CN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)NC(=O)c1ccc2ccccc2c1,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc2ccccc2c1,2,True,True
Mol1741,O=C(Nc1ccccc1)Nc1ccccc1,O=C(Nc1ccccc1)Nc1ccccc1,1,True,True
Mol1742,Cc1noc(-c2ccccc2C(=O)O)n1,c1ccc(-c2ncno2)cc1,0,False,True
Mol1743,C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc(Br)cc1,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccccc1,1,True,True
Mol1744,Cn1ccc(NC(=O)c2cc(-c3ccncc3)nc3ccccc23)n1,O=C(Nc1cc[nH]n1)c1cc(-c2ccncc2)nc2ccccc12,3,True,True
Mol1745,O=C(COc1ccc2oc3c(c2c1)CCCC3)N1CCOCC1,O=C(COc1ccc2oc3c(c2c1)CCCC3)N1CCOCC1,1,True,True
Mol1746,c1ccc(-c2ccc(Cn3ccnc3-c3cc4n(n3)CCCNC4)cc2)cc1,c1ccc(-c2ccc(Cn3ccnc3-c3cc4n(n3)CCCNC4)cc2)cc1,1,True,True
Mol1747,CNc1cc(C)nc(-c2ccnc3c2ccn3C)n1,c1cnc(-c2ccnc3[nH]ccc23)nc1,3,True,True
Mol1748,CS(=O)(=O)N1CCC(Nc2ccc3ccc(F)cc3n2)CC1,c1ccc2nc(NC3CCNCC3)ccc2c1,0,True,True
Mol1749,O=C(Nc1cccc2cnccc12)c1cccc(F)c1,O=C(Nc1cccc2cnccc12)c1ccccc1,3,True,True
Mol1750,NCc1ccc(Oc2ccccc2)nc1,c1ccc(Oc2ccccn2)cc1,1,True,True
Mol1751,O=C(c1ccc(F)cc1)N1Cc2nc[nH]c2C[C@H]1c1nc(-c2ccc(Cl)cc2)no1,O=C(c1ccccc1)N1Cc2nc[nH]c2C[C@H]1c1nc(-c2ccccc2)no1,4,True,True
Mol1752,Nc1cnn(CC(=O)N2CCCCC2)c1,O=C(Cn1cccn1)N1CCCCC1,2,False,True
Mol1753,Nc1cnn(CC(=O)Nc2ccc(F)cc2)c1,O=C(Cn1cccn1)Nc1ccccc1,1,True,True
Mol1754,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,O=C1Cc2cc(Nc3nccc(NCc4cccnc4)n3)ccc2N1,2,True,True
Mol1755,Cc1noc(C2CCN(CC(N)=O)CC2)n1,c1noc(C2CCNCC2)n1,2,True,True
Mol1756,CN(NC(=O)c1ccn(-c2ccccc2)n1)c1ccccc1,O=C(NNc1ccccc1)c1ccn(-c2ccccc2)n1,2,True,True
Mol1757,COc1cc2c(c(OC)c1OC)CCNC(=O)C2,O=C1Cc2ccccc2CCN1,0,False,True
Mol1758,Cc1nn(C)c2nc(C(C)C)cc(C(=O)O)c12,c1cnc2[nH]ncc2c1,3,False,True
Mol1759,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O,O=c1[nH]c(=O)c2[nH]c(-c3ccccc3)nc2[nH]1,1,False,True
Mol1760,O=C(C1CC1c1ccc(F)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,O=C(C1CC1c1ccccc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,1,True,True
Mol1761,O=C(C1CC1c1ccccc1F)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,O=C(C1CC1c1ccccc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,1,True,True
Mol1762,Cc1cccc(COc2cccc(/C=C3\C(=O)NN(c4ccccc4)C3=O)c2)c1,O=C1NN(c2ccccc2)C(=O)/C1=C/c1cccc(OCc2ccccc2)c1,4,True,True
Mol1763,Cc1ccn(-c2ccc3[nH]c4c(c3c2)CCCC4=O)n1,O=C1CCCc2c1[nH]c1ccc(-n3cccn3)cc21,2,True,True
Mol1764,COc1cc(CN(C)C(=O)Nc2cccc(C)c2C)ccc1O,O=C(NCc1ccccc1)Nc1ccccc1,3,True,True
Mol1765,CSCC(=O)N1CCc2[nH]nc(-c3cccc(F)c3)c2C1,c1ccc(-c2n[nH]c3c2CNCC3)cc1,2,True,True
Mol1766,O=C(C1CCCN(S(=O)(=O)c2ccccc2)C1)N1CCc2ccccc2C1,O=C(C1CCCN(S(=O)(=O)c2ccccc2)C1)N1CCc2ccccc2C1,0,True,True
Mol1767,CCC(=O)N1CCCC(C(=O)N2CCc3c(Cl)cc(Cl)cc3C2C)C1,O=C(C1CCCNC1)N1CCc2ccccc2C1,1,True,True
Mol1768,O=C(C1CC1)N1CCCC(C(=O)N2CCc3ccccc3C2Cc2ccccc2)C1,O=C(C1CC1)N1CCCC(C(=O)N2CCc3ccccc3C2Cc2ccccc2)C1,2,True,True
Mol1769,O=C(C1CCCN(c2cnccn2)C1)N1CCc2ccccc2C1,O=C(C1CCCN(c2cnccn2)C1)N1CCc2ccccc2C1,0,True,True
Mol1770,O=C(C1CCCN(C(=O)N2CCCC2)C1)N1CCc2ccccc2C1,O=C(C1CCCN(C(=O)N2CCCC2)C1)N1CCc2ccccc2C1,4,True,True
Mol1771,O=C(C1CCCN(c2ccc(Cl)nn2)C1)N1CCc2ccccc2C1,O=C(C1CCCN(c2cccnn2)C1)N1CCc2ccccc2C1,4,True,True
Mol1772,O=C(C1CCCN(c2ccccn2)C1)N1CCc2ccccc2C1,O=C(C1CCCN(c2ccccn2)C1)N1CCc2ccccc2C1,3,True,True
Mol1773,CC(=O)N1CCCC(C(=O)N2CCc3c(cccc3C(C)C)C2)C1,O=C(C1CCCNC1)N1CCc2ccccc2C1,1,True,True
Mol1774,CSc1ccccc1NC(=O)CN1CCCC(c2nc3ccccc3o2)C1,O=C(CN1CCCC(c2nc3ccccc3o2)C1)Nc1ccccc1,1,True,True
Mol1775,CCONC(=O)c1cnn(-c2cccc(Cl)c2)c1,c1ccc(-n2cccn2)cc1,0,True,True
Mol1776,Cc1ccc(NC(=O)c2cccc3cccnc23)cc1,O=C(Nc1ccccc1)c1cccc2cccnc12,3,True,True
Mol1777,Cc1cnn(Cc2cc(F)ccc2F)c1N,c1ccc(Cn2cccn2)cc1,0,True,True
Mol1778,CCOc1cc(CNc2ccc(N3CCOCC3)c(C(=O)O)c2)cc(Cl)c1OC,c1ccc(CNc2ccc(N3CCOCC3)cc2)cc1,1,True,True
Mol1779,O=C(Cn1ccnc1)NCc1ccccc1F,O=C(Cn1ccnc1)NCc1ccccc1,0,False,True
Mol1780,C#CCN1CCN(C(=O)CCS(C)(=O)=O)CC1,C1CNCCN1,0,False,True
Mol1781,Cc1nnc(NC(=O)c2nn(-c3ccc(F)cc3)c3c2CCCC3)s1,O=C(Nc1nncs1)c1nn(-c2ccccc2)c2c1CCCC2,0,True,True
Mol1782,CC(C)c1ccc(NC(=O)c2ccc3nccnc3c2)cc1,O=C(Nc1ccccc1)c1ccc2nccnc2c1,3,True,True
Mol1783,CC(C)CCNC(=O)c1ccc2ccccc2n1,c1ccc2ncccc2c1,1,True,True
Mol1784,Cc1ccc(-c2nc(-c3ccncc3)n[nH]2)cc1,c1ccc(-c2nc(-c3ccncc3)n[nH]2)cc1,4,True,True
Mol1785,Nc1nccc2ccc(-c3cccc(F)c3)cc12,c1ccc(-c2ccc3ccncc3c2)cc1,1,True,True
Mol1786,Cc1ccc2oc([C@H]3CCN(Cc4ccc(C#N)cc4)C3)nc2c1,c1ccc(CN2CC[C@H](c3nc4ccccc4o3)C2)cc1,4,True,True
Mol1787,COc1ccc(-c2ccc(CNc3ccc(CN4CCC(C)CC4)cc3)cc2)cc1,c1ccc(-c2ccc(CNc3ccc(CN4CCCCC4)cc3)cc2)cc1,2,True,True
Mol1788,c1ccc(-n2cnc3cc(NCc4ccccn4)ccc32)cc1,c1ccc(-n2cnc3cc(NCc4ccccn4)ccc32)cc1,0,True,True
Mol1789,Cc1ccc(NC(=O)c2cc(F)cc(F)c2)nc1,O=C(Nc1ccccn1)c1ccccc1,2,True,True
Mol1790,CCONC(=O)Cc1coc2c(C)c(C)ccc12,c1ccc2occc2c1,1,True,True
Mol1791,O=C(NCc1cccc(O)c1)Nc1ccccc1F,O=C(NCc1ccccc1)Nc1ccccc1,3,False,True
Mol1792,O=C(NCCc1ccc(O)c(O)c1)Nc1ccccn1,O=C(NCCc1ccccc1)Nc1ccccn1,4,False,True
Mol1793,N#CC1(NC(=O)C2CCCCCC2)CC1,O=C(NC1CC1)C1CCCCCC1,3,False,True
Mol1794,Fc1cccc(N[C@H]2CCCN[C@H]2Cc2ccccc2)c1,c1ccc(C[C@@H]2NCCC[C@@H]2Nc2ccccc2)cc1,4,True,True
Mol1795,CCOc1cc2c(cc1CCC(=O)N1CCC(Cc3ncncc3C(N)=O)CC1)CCC2,O=C(CCc1ccc2c(c1)CCC2)N1CCC(Cc2ccncn2)CC1,3,True,True
Mol1796,CC(=O)n1c(/C=C2/N=C(c3ccc(F)cc3)OC2=O)cc2ccccc21,O=C1OC(c2ccccc2)=N/C1=C/c1cc2ccccc2[nH]1,1,True,True
Mol1797,Cc1nc2cc(C(=O)N3CCc4nc5ccccc5c(=O)n4CC3)ccc2n1C,O=C(c1ccc2[nH]cnc2c1)N1CCc2nc3ccccc3c(=O)n2CC1,1,False,True
Mol1798,Cc1ccc(OCC(=O)Nc2ccncc2)c(C)c1,O=C(COc1ccccc1)Nc1ccncc1,4,True,True
Mol1799,Fc1ccc(-c2nnc(CN3CCC(c4c[nH]c5ccccc45)CC3)o2)cc1,c1ccc(-c2nnc(CN3CCC(c4c[nH]c5ccccc45)CC3)o2)cc1,1,True,True
Mol1800,Cc1cc(C(=O)NCC2(c3ccccc3)CC2)on1,O=C(NCC1(c2ccccc2)CC1)c1ccno1,3,False,True
Mol1801,Cc1cc(F)ccc1NC(=O)Cn1cncn1,O=C(Cn1cncn1)Nc1ccccc1,2,False,True
Mol1802,Cc1ccc(-c2nnc(SCCn3cccn3)[nH]2)cc1,c1ccc(-c2nnc(SCCn3cccn3)[nH]2)cc1,3,True,True
Mol1803,Cc1cccnc1NC(=O)c1csc(-c2ccccc2)n1,O=C(Nc1ccccn1)c1csc(-c2ccccc2)n1,0,True,True
Mol1804,CC(c1ccccc1)N1CC(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1=O,O=C1CC(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CN1Cc1ccccc1,1,True,True
Mol1805,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,c1ccc(Nc2nccc(NCc3cnccn3)n2)cc1,3,True,True
Mol1806,O=C(Nc1ccccn1)c1cccc2ccccc12,O=C(Nc1ccccn1)c1cccc2ccccc12,3,True,True
Mol1807,O=C(CN1CCSC1=O)N1CCN(Cc2sc3ccccc3c2Cl)CC1,O=C(CN1CCSC1=O)N1CCN(Cc2cc3ccccc3s2)CC1,1,True,True
Mol1808,CC(=O)N1CCC(c2ccc(C(=O)O)cn2)CC1,c1ccc(C2CCNCC2)nc1,1,False,True
Mol1809,CCS(=O)(=O)CC(=O)Nc1cc(C)ccc1C,c1ccccc1,2,False,True
Mol1810,O=C(Nc1cccc(Cl)c1F)c1cccc(N2CCCC2=O)c1,O=C(Nc1ccccc1)c1cccc(N2CCCC2=O)c1,0,True,True
Mol1811,Cc1ccc2cc(C(=O)N(C)CCC#N)[nH]c2c1,c1ccc2[nH]ccc2c1,1,True,True
Mol1812,CCN(C(=O)CO)[C@H]1CN(/C(=N\C#N)Nc2cccc(OC(F)F)c2)N=C1c1ccc(Cl)c(Cl)c1,N=C(Nc1ccccc1)N1CCC(c2ccccc2)=N1,0,True,True
Mol1813,CCCc1nnc2sc(-c3cc(C(C)C)nn3C)nn12,c1cc(-c2nn3cnnc3s2)[nH]n1,3,True,True
Mol1814,Oc1ccc(-c2noc(-c3cccnc3)n2)cc1,c1ccc(-c2noc(-c3cccnc3)n2)cc1,3,True,True
Mol1815,CONC(=O)c1cn(-c2ccc(Br)cc2)cn1,c1ccc(-n2ccnc2)cc1,1,False,True
Mol1816,CC1(C(=O)O)CCN(Cc2ccccc2)CC1,c1ccc(CN2CCCCC2)cc1,1,False,True
Mol1817,CN(CCN(C)C1CCCC1)C(=O)c1ccc(-c2nc[nH]n2)cc1,O=C(NCCNC1CCCC1)c1ccc(-c2nc[nH]n2)cc1,1,False,True
Mol1818,COc1ncc(-c2cccc(N(C)C)c2)c(OC)n1,c1ccc(-c2cncnc2)cc1,3,True,True
Mol1819,O=C1C(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CCN1c1ccccc1,O=C1C(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CCN1c1ccccc1,3,True,True
Mol1820,O=C(NCCc1cccc2cccnc12)C1CCCCC1,O=C(NCCc1cccc2cccnc12)C1CCCCC1,3,True,True
Mol1821,CCN(Cc1nc2cc(Cl)ccc2c(=O)[nH]1)C(=O)COc1ccccc1Cc1ccccc1,O=C(COc1ccccc1Cc1ccccc1)NCc1nc2ccccc2c(=O)[nH]1,1,True,True
Mol1822,Cc1nc(C2CCN(CC(N)=O)CC2)no1,c1nc(C2CCNCC2)no1,0,False,True
Mol1823,CN(C)[C@@H]1CN(C(=O)COc2ccccc2)C[C@H]1O,O=C(COc1ccccc1)N1CCCC1,4,False,True
Mol1824,O=C(CCN1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)c1ccc2[nH]c(=O)oc2c1,O=C(CCN1CCN(C(=O)OCc2ccccc2)CC1)c1ccc2[nH]c(=O)oc2c1,2,True,True
Mol1825,CN(Cc1ccc(-c2ccc(Br)cc2)o1)C(=O)c1cnn(C)c1,O=C(NCc1ccc(-c2ccccc2)o1)c1cn[nH]c1,1,True,True
Mol1826,COc1ccc(N)cc1N1CCOC1=O,O=C1OCCN1c1ccccc1,0,False,True
Mol1827,CCCCCCCC/C(=C\CCCCCCCC(=O)O)[N+](=O)[O-],CCCCCCCC/C(=C\CCCCCCCC(=O)O)[N+](=O)[O-],1,True,True
Mol1828,COCCOc1ccc2c(c1)ncn2-c1ccc2cccc(N3CCC(N)CC3)c2n1,c1cc(N2CCCCC2)c2nc(-n3cnc4ccccc43)ccc2c1,1,True,True
Mol1829,COc1ncccc1NC(=O)c1cccc(C)n1,O=C(Nc1cccnc1)c1ccccn1,2,True,True
Mol1830,O=C(NCc1ccc(O)cc1)Nc1ccncc1F,O=C(NCc1ccccc1)Nc1ccncc1,3,False,True
Mol1831,N#Cc1cccc(CN2CCOC[C@H](O)C2)c1,c1ccc(CN2CCCOCC2)cc1,2,True,True
Mol1832,NC(=O)CN1CCC(CCc2ccccc2)CC1,c1ccc(CCC2CCNCC2)cc1,1,False,True
Mol1833,O=c1[nH]c2ccccc2n1C1CCN(Cc2nnc(-c3cc4c(s3)CCCC4)o2)CC1,O=c1[nH]c2ccccc2n1C1CCN(Cc2nnc(-c3cc4c(s3)CCCC4)o2)CC1,1,True,True
Mol1834,COc1ccccc1C(=O)Nc1cccc(-c2ccnc(C)n2)c1,O=C(Nc1cccc(-c2ccncn2)c1)c1ccccc1,4,True,True
Mol1835,Cc1nc2ccc(C(=O)NCCCc3ccc(F)cc3)cc2[nH]1,O=C(NCCCc1ccccc1)c1ccc2nc[nH]c2c1,4,True,True
Mol1836,COc1ccc(C(=O)N2CCCC2)cc1NC(=O)c1cc(F)c(F)c(F)c1F,O=C(Nc1cccc(C(=O)N2CCCC2)c1)c1ccccc1,3,False,True
Mol1837,c1nc(Nc2ccc3c(c2)OCCCO3)c2sccc2n1,c1nc(Nc2ccc3c(c2)OCCCO3)c2sccc2n1,1,True,True
Mol1838,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,3,True,True
Mol1839,CN1CCN(C(=O)C2(NC(=O)c3cc(Cl)c4c(c3)OCO4)CCCC2)CC1,O=C(NC1(C(=O)N2CCNCC2)CCCC1)c1ccc2c(c1)OCO2,2,False,True
Mol1840,COCc1ccc(-c2nc3c([nH]2)c(C)nn3C2CCCCC2)o1,c1coc(-c2nc3c(cnn3C3CCCCC3)[nH]2)c1,1,True,True
Mol1841,N#Cc1cccnc1Nc1cnn(Cc2ccccc2)c1,c1ccc(Cn2cc(Nc3ccccn3)cn2)cc1,1,True,True
Mol1842,COCc1nc(C2CCN(CCO)CC2)no1,c1nc(C2CCNCC2)no1,0,False,True
Mol1843,CN(CCC#N)Cc1cc(C#N)ccc1F,c1ccccc1,2,False,True
Mol1844,Cc1cccnc1NC(=O)CCc1ccc(F)cc1,O=C(CCc1ccccc1)Nc1ccccn1,4,True,True
Mol1845,COC(=O)[C@]12CCC(C)(C)CC1C1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,O=C1C=CC2C3=CC(=O)C4C5CCCCC5CCC4C3CC[C@H]2C1,2,True,True
Mol1846,CC(=O)NC1(c2ccc(F)cc2)CCN(Cc2ccc(OC3CCCC3)cc2)CC1,c1ccc(C2CCN(Cc3ccc(OC4CCCC4)cc3)CC2)cc1,4,True,True
Mol1847,CC(=O)N1c2ccccc2C[C@H]1C(=O)O,c1ccc2c(c1)CCN2,3,False,True
Mol1848,C[C@H](C(=O)Nc1nc2ccccc2[nH]1)N1Cc2ccccc2C1=O,O=C(CN1Cc2ccccc2C1=O)Nc1nc2ccccc2[nH]1,3,False,True
Mol1849,O=C(Nc1cc(Cl)ccc1Cl)c1cccc(N2CCCC2=O)c1,O=C(Nc1ccccc1)c1cccc(N2CCCC2=O)c1,0,True,True
Mol1850,Cn1ccc2c(NC(=O)N3CCCN(C(=O)Oc4ccccc4)CC3)cccc21,O=C(Nc1cccc2[nH]ccc12)N1CCCN(C(=O)Oc2ccccc2)CC1,2,True,True
Mol1851,Cc1cccc(NC(=O)CN2C(=O)N(C)C3(CCCCC3)C2=O)c1C,O=C(CN1C(=O)NC2(CCCCC2)C1=O)Nc1ccccc1,3,True,True
Mol1852,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccccc1)CC2,3,True,True
Mol1853,COc1ccc(CN(C)c2ncncc2Br)cc1O,c1ccc(CNc2ccncn2)cc1,3,True,True
Mol1854,O=C(NCc1ccc(O)c(O)c1)c1ccc2ccccc2n1,O=C(NCc1ccccc1)c1ccc2ccccc2n1,4,False,True
Mol1855,COc1ccc2c(c1)CN(c1nc(C)cc(C)n1)CC2,c1cnc(N2CCc3ccccc3C2)nc1,0,True,True
Mol1856,Cc1ccc(F)cc1C(=O)N1CCc2c(nc(-c3ccccn3)nc2N(C)C)C1,O=C(c1ccccc1)N1CCc2cnc(-c3ccccn3)nc2C1,0,True,True
Mol1857,COc1ccc(CCCNc2nnc(C)o2)cc1,c1ccc(CCCNc2nnco2)cc1,2,False,True
Mol1858,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0,False,True
Mol1859,CC(C)c1nc(S(=O)(=O)N2CC3(CC3)c3ccccc32)c[nH]1,O=S(=O)(c1c[nH]cn1)N1CC2(CC2)c2ccccc21,0,True,True
Mol1860,NC(=O)COc1ccccc1C(=O)Nc1cccc(-c2ccc3ccccc3c2)n1,O=C(Nc1cccc(-c2ccc3ccccc3c2)n1)c1ccccc1,0,True,True
Mol1861,CN1CCC(O)(CNC(=O)C2CCCCCC2)CC1,O=C(NCC1CCNCC1)C1CCCCCC1,4,False,True
Mol1862,Cc1cc(-n2ccnc2)ccc1C(=O)O,c1ccc(-n2ccnc2)cc1,1,False,True
Mol1863,O=C1CC(N2CCCN(c3ccc(C(F)(F)F)cn3)CC2)C(=O)N1c1ccccc1,O=C1CC(N2CCCN(c3ccccn3)CC2)C(=O)N1c1ccccc1,1,True,True
Mol1864,O=C(NCc1cnn2cccnc12)c1ccccc1-n1cnnc1,O=C(NCc1cnn2cccnc12)c1ccccc1-n1cnnc1,0,False,True
Mol1865,Brc1nnc(N2CCC(OC3CCCC3)CC2)s1,c1nnc(N2CCC(OC3CCCC3)CC2)s1,3,True,True
Mol1866,Cc1ccc(CCNc2ccc(C#N)nc2)cn1,c1cncc(CCNc2cccnc2)c1,1,False,True
Mol1867,Cn1cc(CNc2ncccn2)c(C(C)(C)C)n1,c1cnc(NCc2cn[nH]c2)nc1,1,False,True
Mol1868,[2H]c1nc(C)nc([2H])c1-c1cc(NC[C@@H](C)c2cccc3c(C(=O)NC)ccnc23)ncn1,c1cnc2c(CCNc3cc(-c4cncnc4)ncn3)cccc2c1,0,True,True
Mol1869,CC(=O)Nc1ccccc1CN1CCC(c2nnc3ccccn23)CC1,c1ccc(CN2CCC(c3nnc4ccccn34)CC2)cc1,2,True,True
Mol1870,O=C(Nc1ccc2[nH]ncc2c1)[C@H]1CCCNC1,O=C(Nc1ccc2[nH]ncc2c1)[C@H]1CCCNC1,3,True,True
Mol1871,CCc1cc(=O)[nH]c(SCCN2CCCCC2)n1,O=c1ccnc(SCCN2CCCCC2)[nH]1,2,False,True
Mol1872,CCCn1ncc(CN2CCC(c3cc4cccnc4[nH]3)CC2)c1C,c1cnc2[nH]c(C3CCN(Cc4cn[nH]c4)CC3)cc2c1,2,True,True
Mol1873,O=c1cc2c(n[nH]1)-c1cnc(N3CCCC3)nc1CC2,O=c1cc2c(n[nH]1)-c1cnc(N3CCCC3)nc1CC2,4,True,True
Mol1874,O=C(c1ccc(-c2ccncc2)cc1)N1CCC(O)(CN2CCCC2)CC1,O=C(c1ccc(-c2ccncc2)cc1)N1CCC(CN2CCCC2)CC1,2,False,True
Mol1875,Cc1nc2cc(-c3nccn3C)nn2c(NCCCN(C)C)c1C,c1cnc2cc(-c3ncc[nH]3)nn2c1,1,False,True
Mol1876,CN(C)CCSc1nnnn1-c1ccc(Br)cc1,c1ccc(-n2cnnn2)cc1,0,True,True
Mol1877,Cc1ccc(Nc2ccnc(Nc3ccc(C)cc3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,4,True,True
Mol1878,Cc1cnn(CC(=O)NCCCn2cc(Cl)cn2)c1,O=C(Cn1cccn1)NCCCn1cccn1,0,False,True
Mol1879,CN(CCCC1CCCC1)Cc1cc(=O)[nH]c(=O)[nH]1,O=c1cc(CNCCCC2CCCC2)[nH]c(=O)[nH]1,2,True,True
Mol1880,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,c1ccc(OCCNCCc2ccc3c(c2)CCN3)cc1,3,True,True
Mol1881,CC(C)N(C(=O)Cn1cccc2cc(C(F)F)nc1-2)C(C)C,c1c[nH]c2nccc-2c1,3,True,True
Mol1882,Cc1noc2ncnc(N3CCCN(C(=O)C4CC4)CC3)c12,O=C(C1CC1)N1CCCN(c2ncnc3oncc23)CC1,3,True,True
Mol1883,CCn1ncc(CN(C)C(=O)c2ccc(-c3nc(C)cc(C)n3)cc2)c1C,O=C(NCc1cn[nH]c1)c1ccc(-c2ncccn2)cc1,4,True,True
Mol1884,O=c1c2cccc(C(F)(F)F)c2ncn1C1CCCC1,O=c1c2ccccc2ncn1C1CCCC1,3,True,True
Mol1885,COc1cccc(C)c1C(=O)N(C)Cc1ncc[nH]1,O=C(NCc1ncc[nH]1)c1ccccc1,2,False,True
Mol1886,COc1ncnc(C)c1-c1cccc(OC(C)C)c1,c1ccc(-c2cncnc2)cc1,3,True,True
Mol1887,Fc1cccc(N2CCCC2)c1CN1CCN(Cc2ccon2)CC1,c1ccc(N2CCCC2)c(CN2CCN(Cc3ccon3)CC2)c1,1,True,True
Mol1888,O=S1(=O)CCN(C2CCN(CC(F)(F)F)CC2)CC1,O=S1(=O)CCN(C2CCNCC2)CC1,1,False,True
Mol1889,CC(C)n1cnnc1SCOCc1ccccc1,c1ccc(COCSc2nnc[nH]2)cc1,1,False,True
Mol1890,CCn1nccc1CNc1ncccn1,c1cnc(NCc2ccn[nH]2)nc1,4,False,True
Mol1891,CCn1c(CN2CCCCCC2)nc2ccccc2c1=O,O=c1[nH]c(CN2CCCCCC2)nc2ccccc12,2,True,True
Mol1892,C#CCNC(=O)N(Cc1ccccc1F)C1CCOCC1,c1ccc(CNC2CCOCC2)cc1,1,False,True
Mol1893,CCc1cccc(C)c1NC(=O)c1ccc(C)o1,O=C(Nc1ccccc1)c1ccco1,1,False,True
Mol1894,Cc1ccc2occ(CN3C[C@H]4CCCN4C[C@H]3C)c(=O)c2c1,O=c1c(CN2CCN3CCC[C@@H]3C2)coc2ccccc12,1,True,True
Mol1895,COCC1(CNS(=O)(=O)c2ccccc2)CCC1,O=S(=O)(NCC1CCC1)c1ccccc1,1,True,True
Mol1896,CCC(C)(C)N1CCN(C(=O)Nc2cnn(CC(C)C)c2C(F)F)CC1,O=C(Nc1cn[nH]c1)N1CCNCC1,0,False,True
Mol1897,Cn1cc(-c2cccc3c(C(N)=O)cccc23)cn1,c1ccc2c(-c3cn[nH]c3)cccc2c1,0,False,True
Mol1898,O=c1c2cnccc2ncn1Cc1ccc2c(c1)CCCO2,O=c1c2cnccc2ncn1Cc1ccc2c(c1)CCCO2,1,True,True
